Candidate	Event	E_Char_Start	E_Char_end	E_Word_Index	Remedy	R_Char_Start	R_Char_end	R_Word_Index	Is_inverted	Label
acho que ela esqueceu que eu tenho alergia a nicotina .	nicotina	45	52	9	alergia	35	41	7	1	-1
to aguentanfo nf por causa da azia que ta foda ultimamente to mamando omeprazol mas acho que lf ate dia 23 24 eu seguro .	omeprazol	70	78	13	azia	30	33	6	1	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	fluoxetina	0	9	0	sono	37	40	7	0	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	fluoxetina	0	9	0	ansiedade	20	28	4	0	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	fluoxetina	0	9	0	sono	53	56	10	0	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	lexotan	42	48	8	sono	37	40	7	1	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	lexotan	42	48	8	ansiedade	20	28	4	1	-1
fluoxetina é só pra ansiedade não dá sono lexotan da sono mas passa no médico antes .	lexotan	42	48	8	sono	53	56	10	0	-1
meus receptores de adenosina estão cheios de cafeína enquanto o cerebro produz mais receptores qd eu parar de tomar café a enxaqueca vem .	adenosina	19	27	3	enxaqueca	123	131	21	0	-1
meus receptores de adenosina estão cheios de cafeína enquanto o cerebro produz mais receptores qd eu parar de tomar café a enxaqueca vem .	cafeína	45	51	7	enxaqueca	123	131	21	0	-1
as vitaminas a b6 c se juntam ao zinco neste poderoso suplemento desenvolvido para auxiliar no combate da acne http fb me 7qsdzoedw .	zinco	33	37	8	acne	106	109	18	0	-1
as vitaminas a b6 c se juntam ao zinco neste poderoso suplemento desenvolvido para auxiliar no combate da acne http fb me 7qsdzoedw .	vitaminas	3	11	1	acne	106	109	18	0	-1
mano que coceira do caralho que me dá esse paracetamol oh raiva .	paracetamol	43	53	9	raiva	58	62	11	0	-1
tem gente que me conhece desde as fraldas e ainda não compreende q tenho alergia a nicotina .	nicotina	83	90	16	alergia	73	79	14	1	-1
a cafeína é conhecida por seu poder de aumentar o estado de alerta e reduzir a sensação de fadiga podendo http fb me 1w3paamqh .	cafeína	2	8	1	fadiga	91	96	18	0	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	benzetacil	92	101	17	alergia	26	32	6	1	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	benzetacil	92	101	17	alergia	64	70	12	1	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	penicilina	49	58	10	alergia	26	32	6	1	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	penicilina	49	58	10	alergia	64	70	12	0	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	penicilina	78	87	15	alergia	26	32	6	1	-1
com o médico de ontem tem alergia a alguma coisa penicilina mas alergia só da penicilina da benzetacil .	penicilina	78	87	15	alergia	64	70	12	1	-1
deixa qualquer um com psicologico abaladissimo sono atrasadoc e dependencia de cafeina .	cafeina	79	85	11	sono	47	50	6	1	-1
werneckfi cara isso é uó tomei nimesulida pra dor de dente ta nascendo os 4 do siso ao msm tempo e deu alergia nunca tinha acontecido .	nimesulida	31	40	6	alergia	103	109	22	0	-1
werneckfi cara isso é uó tomei nimesulida pra dor de dente ta nascendo os 4 do siso ao msm tempo e deu alergia nunca tinha acontecido .	nimesulida	31	40	6	dor de dente	46	57	13717	0	-1
p dor de garganta também pode estar escrito cimelide na caixa espero ter ajudado .	cimelide	44	51	8	dor de garganta	2	16	10826	1	-1
nossa em quanto tempo será que omeprazol faz efeito num to aguentando essa dor .	omeprazol	31	39	6	dor	75	77	13	0	-1
e com esse último rt significa que logo menos eu vou morrer de tanta dor de estomago pois gastrite e omeprazol suspenso .	omeprazol	101	109	20	gastrite	90	97	18	1	-1
e com esse último rt significa que logo menos eu vou morrer de tanta dor de estomago pois gastrite e omeprazol suspenso .	omeprazol	101	109	20	dor	69	71	14	1	-1
só eu tomar uma xícara de café que minha dor de cabeça passou sepa tenha uma certa dependência a cafeína .	cafeína	97	103	19	dependência	83	93	17	1	-1
só eu tomar uma xícara de café que minha dor de cabeça passou sepa tenha uma certa dependência a cafeína .	cafeína	97	103	19	dor de cabeça	41	53	12248	1	-1
luhzinhaluna fluo é pra depressão ajuda na ansiedade mas pra dormir o ideal é zolpidem controlado sentiu diferença no dia a dia no fluo .	zolpidem	78	85	14	ansiedade	43	51	7	1	-1
luhzinhaluna fluo é pra depressão ajuda na ansiedade mas pra dormir o ideal é zolpidem controlado sentiu diferença no dia a dia no fluo .	zolpidem	78	85	14	depressão	24	32	4	1	-1
mato grosso estoque de vacina para raiva humana está baixo no estado http	vacina	23	28	4	raiva	35	39	6	0	-1
ué piora e ele aumenta eu tomava junto com risperidona e ele piorava minha ansiedade só me bugava mais .	risperidona	43	53	9	ansiedade	75	83	14	0	-1
eu tomo um remédio com o nome parecido sertralina mas eh p depressão .	sertralina	39	48	8	depressão	59	67	12	0	-1
passei óleo de rícino ontem pra dormir e tive que acordar mais cedo e lavar o cabelo no frio que morte horrível .	óleo de rícino	7	20	11383	morte	97	101	20	0	-1
dopamina cardiotônico não digitálico indicação choque séptico cardiogênico e baixo fluxo renal	dopamina	0	7	0	choque séptico	47	60	60	0	-1
eu gostaria de saber pq eu nunca tomo meu omeprazol pra minha gastrite e fico chorando pelos cantos com dor .	omeprazol	42	50	9	dor	104	106	19	0	-1
eu gostaria de saber pq eu nunca tomo meu omeprazol pra minha gastrite e fico chorando pelos cantos com dor .	omeprazol	42	50	9	gastrite	62	69	12	0	-1
eu gostaria de saber pq eu nunca tomo meu omeprazol pra minha gastrite e fico chorando pelos cantos com dor .	omeprazol	42	50	9	chorando	78	85	15	0	-1
minha glicose tá 427 por causa de ciúmes e raiva tenho certeza não comi nada hoje .	glicose	6	12	1	raiva	43	47	9	0	-1
dopamina e ansiedade .	dopamina	0	7	0	ansiedade	11	19	2	0	-1
saiba mais sobre as evidências científicas sobre o uso da amiodarona para prevenir mortes da morte súbita cardíaca http fb me tlyeuuxs .	amiodarona	58	67	10	morte súbita	93	104	104	0	-1
cansada de ter alergia vou me render a vacina novamente .	vacina	39	44	8	alergia	15	21	3	1	-1
mas não eu sou burra e tomo 5 litros de suco de laranja quando tô morrendo de dor de estômago oq seria de mim sem omeprazol .	omeprazol	114	122	25	dor	78	80	17	1	-1
a diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia pode ocorrer http fb me mvbadk8e .	glicose	64	70	10	hiperglicemia	82	94	13	0	-1
a diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia pode ocorrer http fb me mvbadk8e .	glicose	64	70	10	diabetes mellitus	2	18	18	1	-1
só foi falar em fluoxetina q começa a crise d ansiedade .	fluoxetina	16	25	4	ansiedade	46	54	10	0	-1
hj meu role vai ser tomar ibuprofeno e rezar pra essa dor passar .	ibuprofeno	26	35	6	dor	54	56	11	0	-1
aquela cafeína pra ver se eu acordo de vez porque meus olhos estão abertos mas meu corpo está em estado de coma .	cafeína	7	13	1	coma	107	110	21	0	-1
cheguei em casa procurando o omeprazol malhei na tristeza muita dor no estômago .	omeprazol	29	37	5	dor	64	66	10	0	-1
gente esse dia foi o meu primeiro coma alcoólico que eu tive que ir pro posto de saúde tomar glicose na veia sdds https twitter com tittobrites status 701175778650800131 .	glicose	93	99	19	coma	34	37	7	1	-1
gente esse dia foi o meu primeiro coma alcoólico que eu tive que ir pro posto de saúde tomar glicose na veia sdds https twitter com tittobrites status 701175778650800131 .	pro	68	70	14	coma	34	37	7	1	-1
elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	meloxicam	73	81	11	enxaqueca	43	51	7	1	-1
elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	cefaliv	62	68	9	enxaqueca	43	51	7	1	-1
demo invento a gastrite e deus o pantoprazol qqqqqqqqq dor .	pantoprazol	33	43	7	gastrite	15	22	3	1	-1
demo invento a gastrite e deus o pantoprazol qqqqqqqqq dor .	pantoprazol	33	43	7	dor	55	57	9	0	-1
matryoska o gosto da morte deve ser parecido com aquela glicose .	glicose	56	62	10	morte	21	25	4	1	-1
whatsapp encheu a cara no fim de semana e agora esta no hospital tomando glicose em coma .	glicose	73	79	14	coma	84	87	16	0	-1
omeprazol alivia os sintomas de azia	omeprazol	0	8	0	azia	32	35	5	0	-1
com astigmatismo fica mais louco ainda haja foco nas vista e ibuprofeno pra dor de cabeça isso até chegar meu óculos amém https twitter com mtesperon	ibuprofeno	61	70	11	astigmatismo	4	15	1	1	-1
com astigmatismo fica mais louco ainda haja foco nas vista e ibuprofeno pra dor de cabeça isso até chegar meu óculos amém https twitter com mtesperon	ibuprofeno	61	70	11	dor de cabeça	76	88	7827	0	-1
dolantina ergometrina si hemorragia antifúngicos antiácidos	dolantina	0	8	0	hemorragia	25	34	3	0	-1
dolantina ergometrina si hemorragia antifúngicos antiácidos	ergometrina	10	20	1	hemorragia	25	34	3	0	-1
se não fosse a cafeína eu estaria em coma agora .	cafeína	15	21	4	coma	37	40	8	0	-1
eu tomo vacina de alergia de 2 em 2 meses	vacina	8	13	2	alergia	18	24	4	0	-1
nossa eu coloquei bicarbonato de sódio na minha afta e eu tô sentindo a dor passando por todo o meu corpo .	bicarbonato de sódio	18	37	10893	dor	72	74	14	0	-1
só glicose pra diminuir um pouco a ansiedade .	glicose	3	9	1	ansiedade	35	43	7	0	-1
synespramid metoclopramida náusea	metoclopramida	12	25	1	náusea	27	32	2	0	-1
ainda ppr conta dos compostos toma omeprazol muito bom pra dor .	omeprazol	35	43	6	dor	59	61	10	0	-1
nimesulida é um lixo né tu quer curar a dor de tal coisa e surge outra por causa do remédio .	nimesulida	0	9	0	dor	40	42	9	0	-1
complicado ser amante de cafeina com esse calor .	cafeina	25	31	4	calor	42	46	7	0	-1
eu nunca tomo dipirona por ter tido alergia a mil anos atrás e mesmo assim minha mãe não me deixa usar nem morrendo .	dipirona	14	21	3	alergia	36	42	7	0	-1
fui na farmácia tomar vacina de alergia só p poder pintar a unha dq a pouco q vida difícil .	vacina	22	27	4	alergia	32	38	6	0	-1
era só ibuprofeno mas eu só chequei depois eu não fico nas minhas melhores faculdades mentais quando estou com dor certeza .	ibuprofeno	7	16	2	dor	111	113	19	0	-1
fluoxetina é muito usado para depressão síndrome do pânico na verdade	fluoxetina	0	9	0	síndrome	40	47	6	0	-1
fluoxetina é muito usado para depressão síndrome do pânico na verdade	fluoxetina	0	9	0	depressão	30	38	5	0	-1
o pior é que fedor no horário que tá saindo de casa imagina quando volta do trabalho com aquele suor zinco do dia .	zinco	101	105	20	suor	96	99	19	1	-1
d ansiedade preciso d glicose .	glicose	22	28	4	ansiedade	2	10	1	1	-1
obrigada calor por fazer minha glicose baixar e consequentemente fazer que eu vomite tudo que eu coma ou beba .	glicose	31	37	5	coma	97	100	16	0	-1
obrigada calor por fazer minha glicose baixar e consequentemente fazer que eu vomite tudo que eu coma ou beba .	glicose	31	37	5	calor	9	13	1	1	-1
a pessoa aqui foi testar glicose antes de comer e furou o dedinho como ela sempre faz saíram 4 gotas de sangue sujou lençol motivo calor .	glicose	25	31	5	calor	131	135	25	0	-1
a pessoa aqui foi testar glicose antes de comer e furou o dedinho como ela sempre faz saíram 4 gotas de sangue sujou lençol motivo calor .	gotas	95	99	19	calor	131	135	25	0	-1
ver a bendita caixa de bombom no armário quase todo dia mãe tome a lactase e coma e o ldl e a glicose do meu sangue quem tira depois .	glicose	94	100	22	coma	77	80	16	1	-1
to com menos dor consegui comer mas to tomando amoxicilina e nimesulida por conta propria espero que de certo .	amoxicilina	47	57	9	dor	13	15	3	1	-1
to com menos dor consegui comer mas to tomando amoxicilina e nimesulida por conta propria espero que de certo .	nimesulida	61	70	11	dor	13	15	3	1	-1
m sentindo um poço de testosterona pois meu suor esta por cima .	testosterona	22	33	5	suor	44	47	8	0	-1
claracolombina vou tomar uma paroxetina que age nos neuro transmissores diminuindo a ansiedade quer tambem .	paroxetina	29	38	4	ansiedade	85	93	12	0	-1
q você ela vá embora mas os efeitos do escitalopram sempre me deixem como o gowther e isso vai causar dor a ela .	escitalopram	39	50	9	dor	102	104	20	0	-1
tô tendo febre e garganta não está 100 bora tacar ibuprofeno .	ibuprofeno	50	59	10	febre	9	13	2	1	-1
essa noite fui obrigado a tomar um ibuprofeno pra poder dormir tamanha dor nas pernas nunca mais entro nessas peladas de nego véio do nada .	ibuprofeno	35	44	7	dor	71	73	12	0	-1
meu deus tenho metade de um dia e mais um dia de férias segunda meus níveis de dopamina diminuem e a depressão volta .	dopamina	79	86	17	depressão	101	109	21	0	-1
to c enjoo vou esperar cuts ir embora vou tomar um bromoprida e apagarrr amanhã meu pai ta de folga e bate aqui cedinho .	bromoprida	51	60	11	enjoo	5	9	2	1	-1
já zerei uma cartela de nimesulida e dipirona e ainda nada de acabar com a dor de garganta ser idoso é triste demais .	nimesulida	24	33	5	dor de garganta	75	89	9823	0	-1
já zerei uma cartela de nimesulida e dipirona e ainda nada de acabar com a dor de garganta ser idoso é triste demais .	dipirona	37	44	7	dor de garganta	75	89	9823	0	-1
obrigado mãe por acabar com meu omeprazol e me deixar contorcendo de dor no estômago .	omeprazol	32	40	6	dor	69	71	12	0	-1
queria tomar uns 5 comprimido de omeprazol pra ver se passa essa dor no estômago .	omeprazol	33	41	6	dor	65	67	12	0	-1
nesse calor o cheiro de suorzao com testosterona chega exalar .	testosterona	36	47	7	calor	6	10	1	1	-1
fui no ama pra ver essa dor esquisita nas costas demorei 1h30 lá não deu nada na radiografia mas a médica me passou prednisona .	prednisona	116	125	23	dor	24	26	6	1	-1
eu tava com dor de cabeça aí não tinha comprimido aí eu tomei um vidrinho daquele de ibuprofeno em gotas será q eu vou morrer .	gotas	99	103	19	dor de cabeça	12	24	7164	1	-1
eu tava com dor de cabeça aí não tinha comprimido aí eu tomei um vidrinho daquele de ibuprofeno em gotas será q eu vou morrer .	ibuprofeno	85	94	17	dor de cabeça	12	24	7164	1	-1
tomou a vacina dá raiva .	vacina	8	13	2	raiva	18	22	4	0	-1
cadê a morfina aquela pra acabar com minha dor .	morfina	7	13	2	dor	43	45	8	0	-1
e nesse frio zinco nada melhor do que o calor de quem vc ama keilianialili home sweet home https www instagram com p bajkzz6hxjd .	zinco	13	17	3	calor	40	44	9	0	-1
que dor absurda é tatuar o peito sem usar xilocaína lidocaína qualquer outro anestésico .	lidocaína	52	60	10	dor	4	6	1	1	-1
minha vacina da raiva é um beijinho seu .	vacina	6	11	1	raiva	16	20	3	0	-1
o excesso de dopamina no cérebro pode causar um poderoso tipo de demência que envolve alucinação porém com sensação de felicidade extrema .	dopamina	13	20	3	demência	65	72	12	0	-1
o excesso de dopamina no cérebro pode causar um poderoso tipo de demência que envolve alucinação porém com sensação de felicidade extrema .	dopamina	13	20	3	alucinação	86	95	15	0	-1
jeito hj sai morte tvcamara nitroglicerina pura .	nitroglicerina	28	41	5	morte	13	17	3	1	-1
serio gente remédio para dor mesmo paracetamol	paracetamol	35	45	6	dor	25	27	4	1	-1
era so pra eu tomar a vacina da febre	vacina	22	27	6	febre	32	36	8	0	-1
eu podia tomar uns 77 omeprazol que não servia pra essa azia .	omeprazol	22	30	5	azia	56	59	11	0	-1
eu tenho alergia a sabonete e a hidratante corporal claro que eu uso sabonete mas é hipoalergênico vegetal e glicerina n é muito bom .	glicerina	109	117	19	alergia	9	15	2	1	-1
uma que o cigarro fica ruim duas que minha ansiedade generalizada ta sendo descontada em outra coisa além da fluoxetina comida .	fluoxetina	109	118	19	ansiedade	43	51	9	1	-1
hkjka morte por exaustao que lindo vou virar as noites assistindo series os dias trabalhando e nao vou dormir graças a cafeina .	cafeina	119	125	21	morte	6	10	1	1	-1
voce sabia que o óleo de rícino ou de mamona usado externamente atua no tratamento de micoses acne http fb me 3gqh7bjuo .	óleo de rícino	17	30	13604	acne	94	97	17	0	-1
mas não há nenhum motivo para se ir ao su porque se tem uma febre e dores que passam com paracetamol ou ibuprofeno enfim .	ibuprofeno	104	113	22	febre	60	64	14	1	-1
mas não há nenhum motivo para se ir ao su porque se tem uma febre e dores que passam com paracetamol ou ibuprofeno enfim .	paracetamol	89	99	20	febre	60	64	14	1	-1
assistir forest gump antes de dormir é pedir para aumentar os níveis de baixa autoestima depressão e glicose sentimental .	glicose	101	107	17	depressão	89	97	15	1	-1
minha vida é comer besteira sentir azia tomar omeprazol .	omeprazol	46	54	8	azia	35	38	6	1	-1
pressão baixa por causa do calor glicose baixa	glicose	33	39	6	calor	27	31	5	1	-1
q n tomo minha vitamina d a morte .	vitamina	15	22	4	morte	28	32	7	0	-1
2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	dipirona	62	69	15	dor	41	43	9	1	-1
2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	gotas	53	57	13	dor	41	43	9	1	-1
alguém me compra um omeprazol um soro um remédio pra dor de cabeça e algo que baixe a febre .	soro	33	36	6	dor de cabeça	53	65	7455	0	-1
alguém me compra um omeprazol um soro um remédio pra dor de cabeça e algo que baixe a febre .	soro	33	36	6	febre	86	90	18	0	-1
alguém me compra um omeprazol um soro um remédio pra dor de cabeça e algo que baixe a febre .	omeprazol	20	28	4	dor de cabeça	53	65	7455	0	-1
alguém me compra um omeprazol um soro um remédio pra dor de cabeça e algo que baixe a febre .	omeprazol	20	28	4	febre	86	90	18	0	-1
to internada tive febre alta e minha glicose aumentou muito .	glicose	37	43	7	febre alta	18	27	27	1	-1
passei pelos estágios de sono overdose de cafeína extrema agitação irritabilidade e vontade de chorar de sono .	cafeína	42	48	7	sono	25	28	4	1	-1
passei pelos estágios de sono overdose de cafeína extrema agitação irritabilidade e vontade de chorar de sono .	cafeína	42	48	7	sono	105	108	16	0	-1
passei pelos estágios de sono overdose de cafeína extrema agitação irritabilidade e vontade de chorar de sono .	cafeína	42	48	7	irritabilidade	67	80	10	0	-1
passei pelos estágios de sono overdose de cafeína extrema agitação irritabilidade e vontade de chorar de sono .	cafeína	42	48	7	agitação	58	65	9	0	-1
coma alcoólico cocar ganhou o pr mio glicose na veia não lembro de nada .	glicose	37	43	7	coma	0	3	0	1	-1
o fluoxetina me ajudou muito quanto à isso descontava toda minha ansiedade na comida .	fluoxetina	2	11	1	ansiedade	65	73	11	0	-1
fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	21	27	3	vômito	83	88	16	0	-1
fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	21	27	3	coma	61	64	12	0	-1
aniciocarol é um anti inflamatório tira a dor porém se tiver mt forte a dor	anti	17	20	3	dor	72	74	14	0	-1
aniciocarol é um anti inflamatório tira a dor porém se tiver mt forte a dor	anti	17	20	3	dor	42	44	7	0	-1
dessa vez já estou armada com meu omeprazol e rezando pra não dar alergia de novo .	omeprazol	34	42	7	alergia	66	72	13	0	-1
mas nem o paracetamol me derrubou hoje ansiedade bombando sos .	paracetamol	10	20	3	ansiedade	39	47	7	0	-1
meloxicam parou a dor .	meloxicam	0	8	0	dor	18	20	3	0	-1
se existe uma vacina contra a morte então continuem gozando e abusando aos defuntos .	vacina	14	19	3	morte	30	34	6	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	anestesico	129	138	21	dor	49	51	8	1	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	anestesico	129	138	21	dor	162	164	27	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	69	73	12	dor	49	51	8	1	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	69	73	12	dor	162	164	27	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	10	14	1	dor	49	51	8	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	10	14	1	dor	162	164	27	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	123	127	20	dor	49	51	8	1	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	creme	123	127	20	dor	162	164	27	0	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	lidocaína	78	86	14	dor	49	51	8	1	-1
vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor	lidocaína	78	86	14	dor	162	164	27	0	-1
21 ansiedade depressão gastrite má alimentação mais gastrite omeprazol .	omeprazol	61	69	8	depressão	13	21	2	1	-1
21 ansiedade depressão gastrite má alimentação mais gastrite omeprazol .	omeprazol	61	69	8	gastrite	23	30	3	1	-1
21 ansiedade depressão gastrite má alimentação mais gastrite omeprazol .	omeprazol	61	69	8	ansiedade	3	11	1	1	-1
21 ansiedade depressão gastrite má alimentação mais gastrite omeprazol .	omeprazol	61	69	8	gastrite	52	59	7	1	-1
e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	creme	71	75	13	acne	118	121	22	0	-1
e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	glicerina	42	50	8	acne	118	121	22	0	-1
e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	anti	113	116	21	acne	118	121	22	0	-1
amandaopqp pra dor e nimesulida ve com o teu medico e no geral e repouso .	nimesulida	21	30	4	dor	15	17	2	1	-1
a dor não passa ja tomei paracetamol ibuprofeno dipirona .	ibuprofeno	37	46	7	dor	2	4	1	1	-1
a dor não passa ja tomei paracetamol ibuprofeno dipirona .	paracetamol	25	35	6	dor	2	4	1	1	-1
a dor não passa ja tomei paracetamol ibuprofeno dipirona .	dipirona	48	55	8	dor	2	4	1	1	-1
gordura massa cafeina	cafeina	14	20	2	massa	8	12	1	1	-1
se for dipirona eu tenho alergia .	dipirona	7	14	2	alergia	25	31	5	0	-1
q minha glicose tá alta to sentindo tontura de vez em quando .	glicose	8	14	2	tontura	36	42	7	0	-1
gente está semana vou ter que tomar pantoprazol dor no estômago de tanto nervoso essa novela tá tenso .	pantoprazol	36	46	7	dor	48	50	8	0	-1
sem irritação sem dor de cabeça glicose sua linda .	glicose	32	38	6	irritação	4	12	1	1	-1
sem irritação sem dor de cabeça glicose sua linda .	glicose	32	38	6	dor de cabeça	18	30	12129	1	-1
a pornografia desequilibra o eixo de recompensa de endorfinas principalmente a dopamina podendo causar apatia depressão falta de libido .	dopamina	79	86	11	apatia	103	108	14	0	-1
a pornografia desequilibra o eixo de recompensa de endorfinas principalmente a dopamina podendo causar apatia depressão falta de libido .	dopamina	79	86	11	depressão	110	118	15	0	-1
dá pra imaginar o capita fazendo dancinha depois de um gol com a morte dele a média de testosterona no futebol brasileiro cai mais um pouco .	testosterona	87	98	18	morte	65	69	13	1	-1
pior coisa você ver sua bb com o rostinho inchado por alergia a uma dipirona .	dipirona	68	75	14	alergia	54	60	11	1	-1
excesso de cafeína sono irregular mas ó to bem .	cafeína	11	17	2	sono	19	22	3	0	-1
acordar com dor de cabeça fritando sua mente resistirmos a fluoxetina .	fluoxetina	59	68	10	dor de cabeça	12	24	1399	1	-1
e comecei a tomar a sertralina hoje mas tive picos de ansiedade hahahahahaha .	sertralina	20	29	5	ansiedade	54	62	11	0	-1
aquela clássica vontade de chorar que poderia ser outra coisa mas é café quem mandou pedir pra cafeína me possuir antes sono agora ansiedade .	cafeína	95	101	17	sono	120	123	21	0	-1
aquela clássica vontade de chorar que poderia ser outra coisa mas é café quem mandou pedir pra cafeína me possuir antes sono agora ansiedade .	cafeína	95	101	17	ansiedade	131	139	23	0	-1
vai chegando perto da vacina a alergia aumenta .	vacina	22	27	4	alergia	31	37	6	0	-1
as dipirona etc. dica nunca tomem cápsulas de cafeína e e taurina tô com enjôo	dipirona	3	10	1	enjôo	73	77	14	0	-1
as dipirona etc. dica nunca tomem cápsulas de cafeína e e taurina tô com enjôo	cafeína	46	52	8	enjôo	73	77	14	0	-1
borboletando eu tô tomando fluoxetina pra parar de comer tudo o que eu comia e conseguir fazer dieta ansiedade é uma droga .	fluoxetina	27	36	4	ansiedade	101	109	18	0	-1
se for dor de estômago toma omeprazol é ótimo .	omeprazol	28	36	6	dor	7	9	2	1	-1
to caindo de sono mas não posso dormir sem sentir dor alguém aplica propofol em mim	propofol	68	75	13	sono	13	16	3	1	-1
to caindo de sono mas não posso dormir sem sentir dor alguém aplica propofol em mim	propofol	68	75	13	dor	50	52	10	1	-1
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	betametasona	77	88	12	alergia	20	26	3	1	-1
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	pomada	40	45	7	alergia	20	26	3	1	-1
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	cetoconazol	50	60	9	alergia	20	26	3	1	-1
o antidepressivo que eu tomo venlafaxina dá uma tontura de querer morrer se eu simplesmente tomo fora do horário e coisa de 2 3h .	venlafaxina	29	39	5	tontura	48	54	8	0	-1
o remédio tira a dor e tira inchaço nimesulida eu já esqueci oq ce falou p eu fazer amiga kkk fala dnv .	nimesulida	36	45	8	dor	17	19	4	1	-1
o remédio tira a dor e tira inchaço nimesulida eu já esqueci oq ce falou p eu fazer amiga kkk fala dnv .	nimesulida	36	45	8	inchaço	28	34	7	1	-1
mano se me der outra dor de cabeça igual a de ontem morro sem figado mais me entupo de paracetamol	paracetamol	87	97	19	dor de cabeça	21	33	14030	1	-1
muita dor muita dor msm nem omeprazol e nem buscopan ta melhorando bela segunda .	buscopan	44	51	9	dor	16	18	3	1	-1
muita dor muita dor msm nem omeprazol e nem buscopan ta melhorando bela segunda .	buscopan	44	51	9	dor	6	8	1	1	-1
muita dor muita dor msm nem omeprazol e nem buscopan ta melhorando bela segunda .	omeprazol	28	36	6	dor	16	18	3	1	-1
muita dor muita dor msm nem omeprazol e nem buscopan ta melhorando bela segunda .	omeprazol	28	36	6	dor	6	8	1	1	-1
só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	nimesulida	44	53	9	coma	79	82	15	0	-1
só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	xarope	37	42	8	coma	79	82	15	0	-1
já tentou tomar bromoprida me ajudava mt quando tinha enxaqueca .	bromoprida	16	25	3	enxaqueca	54	62	9	0	-1
não fumem pois o ministério da saúde adverte que a dependência da nicotina causa tristeza dor e morte .	nicotina	66	73	12	morte	96	100	17	0	-1
não fumem pois o ministério da saúde adverte que a dependência da nicotina causa tristeza dor e morte .	nicotina	66	73	12	dor	90	92	15	0	-1
