Index	Tweet
5301	uhum já entrei em coma alcoólico e tomei glicose pra acordar .
5302	ultimamente a minha cólica só alivia quando eu peço pra minha mae aplicar dipirona na minha veia .
5303	ultimamente eu tenho sentido que a aspirina tem intensificado os efeitos da efedrina minha tremeira e agitação aumenta .
5304	ultimamente minhas mãos fluem nicotina é vicia e mesmo indo pra morte me sinto mais viva boa noite .
5305	ultimamente to pior q grávida comendo bebendo e dormindo sentindo enjoo mal estar e glicose descontrolada .
5306	um beijo pode ser dez vezes mais eficaz do que a morfina na redução da dor .
5307	um café forte e amargo e dois comprimidos de nimesulida por favor que a enxaqueca ainda se faz presente .
5308	um calor desse e a veterinária acha que eu vou sair e cansar meu bb pra ir em comemoração se ainda fosse vacina ou coisa pro meu bb .
5309	um chá de flor para sustentar a dor da saudade dayse sene desconheço autoria da imagem https www instagram com p blsio 4gld0 .
5310	um chá pra curar essa azia e nicotina pra anestesiar a dor que é viver em um mundo tão injusto https www instagram com p bfrixgjlhao .
5311	um cloridrato de sertralina basicamente é de serotonina não é tão agressivo é para depressão e ansiedade .
5312	um comprimido de diclofenaco dois de ibuprofeno e um de nimesulida tudo isso num dia só e minha dor de dente continua aqui .
5313	um desespero chamado to loca de dor de garganta e não tem nimesulida .
5314	um dia eu explodo de raiva .
5315	um dia sem omeprazol é um dia de morte lenta .
5316	um dilema dor de cabeça o remédio que eu tomo faz efeito rápido no entanto ele tem cafeína logo vou ficar ligadona e agora josé .
5317	um dos efeitos colaterais da sibutramina agressividade magina se eu começo a tomar um trem desse .
5318	um estudo recente demonstrou que o paracetamol tylenol popular remédio contra a dor .
5319	um omeprazol pra diminuir a dor de estômago que fica depois de uma conversa e vida que segue .
5320	um otimo jeito de começar uma segunda lotada de cafeina remedio pra dor de cabeça e um dia cheio pela frente .
5321	um remédio bom pra dor de cabeça pq nimesulida dorflex e diporona não adiantaram nada e a neusa nunca funcionou cmg .
5322	um remédio pra cólica chamado piroxicam sim existe .
5323	um remedio que cura enxaqueca cólicas menstruais depressão dor de corno é relaxante muscular desperta o apetite libera dopamina .
5324	um sofrimento a dor de estômago que eu tô agora por ter ingerido cafeína como se tivesse tomado 600 ml de café sim fiz a conta .
5325	um verdadeiro relacionamento amoroso eu e o ibuprofeno me salva de aaaaaltas cagada de doenca .
5326	uma bobagem lelê interação medicamentosa entre sibutramina e analgésicos fortes pois ela tinha muita dor por causa de um braço .
5327	uma cartela de dipirona por hora e essa cólica não para .
5328	uma coca bem gelada e um ibuprofeno só pra combater a dor de garganta .
5329	uma coisa do capiroto glicose anidra dextrosol que enjoo f d p. uma colher de óleo de rícino é naturalzinho o gosto é horrível mas é rápido não me deu dor e ainda me deixou sem fome .
5330	uma cólica que só passa com morfina .
5331	uma crise de ansiedade pode ser agravada por cafeína e nicotina q q a bonita faz p se acalmar fuma um cigarrinho toma um cafezinho .
5332	uma das principais causas de morte cardiovascular tratar o diabetes não é apenas abaixar a glicose mas ver o diabético como um todo .
5333	uma dica agora pra quem pretende se depilar é a anestesia geral com morfina aquela mesma do coma induzido .
5334	uma doença crônica que afeta a forma como o corpo metaboliza a glicose principal fonte de energia do corpo pic twitter com vdqapdktpe .
5335	uma doença de altíssimo custo que só quem possui recurso tem uma qualidade de vida melhor as insulinas fitas alimentação .
5336	uma dor colocar bicarbonato de sódio na afita .
5337	uma dor de cabeça infinita nesse fim de semana seria problema dentário ou quem sabe abstinência de nicotina .
5338	uma dose de vacina contra a raiva por favor https twitter com rockttqueen status 813421927754821632 .
5339	uma excelente opção para amenizar o calor é o baer mate um mate gaseificado com cafeína é ainda mais delicioso http fb me 6wdivk4kh .
5340	uma história de dor e sofrimento pra dois viciados padrasto muita cafeína faz mal eu muita bebida tbm faz mal fim .
5341	uma hora dessa e eu tendo que tomar omeprazol de tanta dor que to sentindo .
5342	uma hora o omeprazol acaba e a azia chega conteumspoilerdavida .
5343	uma menina até chorou pq a mãe dela passou por várias coisas e não teve depressão pq foi forte e ela e guerreira etc. uma mistura de ansiedade com falta de fluoxetina da nisso .
5344	uma morte lenta e dolorosa é tomar o último loratadina da cartela .
5345	uma que o cigarro fica ruim duas que minha ansiedade generalizada ta sendo descontada em outra coisa além da fluoxetina comida .
5346	uma raiva quando eu to pronto para ir na academia e minha pressão desaba .
5347	uma raiva tão grande quando jogam fora as tampinhas das insulinas .
5348	uma saudade eterna saudades 8 anos de idade quando eu não tinha noção da minha alergia a cafeína pic twitter com znherxx8tr .
5349	uma semana q to com dor e agora que ouço que tenho que comprar omeprazol p ti não acho melhor não espera meu estômago cair .
5350	uma semana sem tomar omeprazol e até saliva tá dando azia que delicia .
5351	uma semana tomando sibutramina e a depressão veio forte não consigo parar de chorar vou jogar esse remédio no lixo .
5352	uma tatuagem flexível detecta os níveis de glicose no suor e proporciona um medicamento http www digitalmed com br noticia controle o diabetes com um adesivo de pele pic twitter com ncu4udomkj .
5353	uma vacina contra a cólica quem apóia .
5354	uma vez eu fiquei tão nervosa ansiedade a mil eu tomei 2 ritalina e disse que era dipirona pensa em um coração a mil e só pensava em morr .
5355	uma vez um médico me disse que paracetamol serve muito pra quem tem alergia quem não tem há remédios melhores .
5356	uma vida movida à alergia e prednisona não está sendo fácil .
5357	único remedio que eu tomo na vida é o buscofem tomava o esc escitalopram pra crise de ansiedade mas n resolvia nada parei .
5358	unico remedio que posso tomar pra aliviar minha cólica é chá de hortelã pimenta paracetamol .
5359	uol impeachment dilmarivotril olanzapina dilma não quer morte renúncia ou impeachment basta um manicômio judicial pic twitter com jt4bfn96ax .
5360	urgente preciso muito de doxiciclina para uma cachorra com doença do carrapato são joão da boa vista sp por favor compartilhem .
5361	usada corretamente reposição de testosterona trata disfunção erétil e falta de libido saúde plena http bit ly wrg1g4 .
5362	usando amato topiramato para prevenir enxaqueca efeitos colaterais e sobre o emagrecimento http www plugbr net usando amato topiramato para prevenir enxaqueca efeitos colaterais e sobre o emagrecimento .
5363	usar bicarbonato de sodio para amenizar a dor ajuda https twitter com redeglobo status 730025652909277184 .
5364	usar o óleo de rícino puro fica atenta se não bate da dor de cabeça uma amiga usava no cabelo e passou mal diz que ele pode .
5365	usei a glicerina no cabelo e to num medo de ficar ressecado tá chovendo mas ta calor .
5366	usei meu último 10 pra tomar uma vitamina de açaí com morango tava calor senti que merecia kkkkk .
5367	usei um óleo do rícino no cabelo e agora tô morrendo de dor de cabeça será que tem alguma coisa a ver .
5368	uso indevido da morfina causa o pior tipo de dependência afirma especialista http r7 com apcu .
5369	utilidade pública nunca misturem remédio pra dor de cabeça cafeína escitalopram .
5370	utraviolentada se tivesse um que melhorasse só minha cólica já tava de bom tamanho mas aparentemente não existe acho q nem morfina da jeito .
5371	uva passa tem gosto de morte por overdose de glicose .
5372	vá tomar vacina pra raiva .
5373	vacina contra a cólica alguma menina apóia .
5374	vacina contra a tristeza a desamor a depressão http fb me 3afua0fou .
5375	vacina contra ansiedade esperar no senhor reflexão no salmo 130 esperar é uma tarefa difícil paciência é uma http fb me 7m0qp572t .
5376	vacina contra c lica qual menina ai apoia .
5377	vacina contra cólica apoio .
5378	vacina contra cólica as girl apóiam sabadoclubesdv .
5379	vacina contra colica eu apoio .
5380	vacina contra cólica pf .
5381	vacina contra cólica quem ai apóia .
5382	vacina contra colica quem apoia .
5383	vacina contra cólica quem apoia curti .
5384	vacina contra colica super apoio .
5385	vacina contra colica voc s apoia meninas .
5386	vacina contra cólica voc s apoiam meninas .
5387	vacina contra tetra já disponível no ms via ana paula guimarães http fb me 5th8d4f0o .
5388	vacina de alergia .
5389	vacina de febre amarela não desejo pra ngm .
5390	vacina é uma forma de imunização contra antígenos externos alergia é uma coisa que seu corpo reconhece como .
5391	vacina pra azia lol .
5392	vacina que é raiva https twitter com sonyeondan love status 810683115295436800 .
5393	vacinação creme anestésico é eficaz no alívio da dor a utilização de creme de lidocaína http www empregosaude pt vacinacao creme anestesico e eficaz no alivio da dor 77867 utm source dlvr it utm medium twitter notícias emprego .
5394	vai chegando perto da vacina a alergia aumenta .
5395	vai fazer tal coisa tou com cólica dps faço q exagero ela toma atroveran enquanto eu tomo remédio à base de morfina .
5396	vai ficar difícil para quem tem alergia o bom mesmo é a vacina .
5397	vai ser o jeito tomar suco de couve alivia a dor e não preciso tomar omeprazol tá parecendo que o estômago tá fazendo nó de tanta dor .
5398	vai viajar para o exterior além do visto muitos países exigem que os viajantes tenham tomado a vacina contra a febre amarela pic twitter com gmm2ly6d5e .
5399	vale conferir amigos e queridos que têm familiares com doença de alzheimer que usam o adesivo de rivastigmina http fb me qsb5mx2h .
5400	vamo come doce ate ter coma de glicose .
5401	vamo de dipirona pra febre .
5402	vamo dormir antes de ter mta raiva que o dia foi lindo só teve notícia linda e coisa linda amanhã eu tenho raiva boa noite .
5403	vamo entrar em coma alcoólico geral tomando glicose no pa https twitter com lugaoju status 721823132093456384 .
5404	vamo parar de romantizar depressão e a fluoxetina caralho .
5405	vamo se ver essa sua doença é carência a vitamina thaianny .
5406	vamo ver filme de tiro pai sangue homens gostosos e bravos cheios de suor no corpo exalando testosterona feromônios .
5407	vamos atualizar 2 neosaldina um sonrisal e um pantoprazol dor de cabeça e insônia .
5408	vamprira eu tenho alergia mortal a qualquer remédio com dipirona ou nisulid ou cataflam ou paracetamol .
5409	vanfranquilino eu tb me ferrei meu diagnóstico de depressão veio pós sibutramina .
5410	vários remédios pra enxaqueca contêm paracetamol paracetamol não me faz nem cosquinha .
5411	vários remédios pra enxaqueca tem cafeína uma loucura não .
5412	vc comeu antes de tomar toma omeprazol e depois um ibuprofeno é oq melhora minha sinusite e as minhas enxaqueca melhoras .
5413	vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .
5414	vc é um tipo de doença sem remédio e vacina não existem antibióticos fortes o suficientes pra combater o que vc faz comigo imactuallywes .
5415	vc percebe o quão a vida é difícil qdo vc fica com cólica e o único remédio que tem em casa é paracetamol .
5416	vc sabe q deus existe qdo temenxaqueca nível maxelevado q antes só passava com tramadol na veia e agora passaemcasacom doril enxaqueca .
5417	vc sente raiva da pessoa mas tem sdd dos bjos dela .
5418	vc tbm toma vacina por causa da alergia .
5419	vc tem cara de forte sou resistente a dor e algumas até gosto masoquista mas n é sempre que sinto né omeprazol me ajuda .
5420	vc toma 2 injeções para dor mais um tramadol e quem diz q o ombro para de doer .
5421	vc toma nimesulida pra parar a dor de garganta e o teu estômago vira um ser vivo que quer te matar de dentro pra fora .
5422	vcs disseram que esse ibuprofeno é massa pra enxaqueca e num sei o q ele não fez nem cócegas em mim .
5423	vcs q falam que minhas dores eh por causa de ansiedade me explica entao se eu acabei de tomar rivotril quetiapina e continuo morrendo .
5424	vcs que reclamam que tem muita alergia agradeçam por nao ter que tomar vacina toda semana por isso .
5425	vcs sabiam que omeprazol da depressão pq eu não .
5426	vcs tem a mesna doença q eu de passar menos de uma semana com uma pack .
5427	vei meu omeprazol acabou será q é minha morte .
5428	vei meu remedio de enxaqueca tem 100 mg de cafeína essa porra vai me matar .
5429	vei quero fazer uma umectação aq mas n quero usar oleo de ricino dar uma dor de cabeça dos infernos dps de mt tempo cm ele .
5430	vei tava tomando polaramine pra eliminar a coceira e dipirona pra eliminar a febre .
5431	vei tomei vacina nos dois braços que dor .
5432	vejaocentro americomartin medicação p uso de emergência parada cardíaca e tals mas a quetiapina pode ser p bipolaridade ou ansiedade .
5433	vejo que minha situação está péssima quando nem o omeprazol alivia minha dor no estômago .
5434	velho q merda eu tenho alergia a dipirona e tomei remédio q tem .
5435	vende em qualquer farmácia e dá pra comprar sem receita sumatriptano 50 mg alivia demais a enxaqueca .
5436	vendo esse último jogo dos 49ers contra os jets me dá uma raiva que só uma vitamina de açaí me acalma numa hora dessas .
5437	venlafaxina me deu arrepios aleatórios eu tenho sempre os efeitos colaterais mais esquisitos .
5438	venlafaxina os efeitos colaterais q to tendo n to aguentando me da ansiedade d e vi que a retirada dele é muito dificil etc. venlafaxina vem lá a faxina o remedinho pra varrer a depressão com estilo compre já o seu .
5439	ver a bendita caixa de bombom no armário quase todo dia mãe tome a lactase e coma e o ldl e a glicose do meu sangue quem tira depois .
5440	verde o vermelho é de alergia a dipirona .
5441	via inbox mensagem de utilidade pública na cantina do ru esta sendo aplicado a vacina contra a dengue todos http fb me 8y1rjoe9l .
5442	viciados em cafeína me digam como a gente faz pra tomar café no calor insuportável desse país tropical .
5443	vida resumida em ansiedade gastrite omeprazol .
5444	vidadevivian naproxeno funciona melhor pra enxaqueca .
5445	vídeo dicas para enfrentar a dependência de nicotina https www youtube com watch v woyc7hhg qq sub confirmation 1 http fb me toaw0cxn .
5446	vídeo psicologia e dependência de nicotina https youtu be woyc7hhg qq pic twitter com uqvity7pmd .
5447	viemos zoando abessa eu e andreza flnd q o filho da stefany cm o keven vai ter q tomar vacina contra raiva kkkkkkkkkkkkkkkkkk .
5448	vinho e paracetamol só pra baixar a ansiedade .
5449	vinil o texto de domingo já estava pronto quando o mundo foi surpreendido com a notícia da morte do cantor http fb me 7o3v6tia0 .
5450	vira e mexe tenho essas dor aí principalmente quando fico nervosa geralmente omeprazol plasil simetidina ou tônica resolve .
5451	vish o jeito é se auto medicar msm se a dor for tipo azia toma um antiácido gastrol ou mylanta plus e um omeprazol 20 ml para .
5452	vitamina e até hoje uma vitamina em busca de uma doença maior vdd q já ouvi essa semana .
5453	vitamina e curcumina e açafrão como ajuda no tratamento da doença de alzheimer http essentia com br vitamina e curcumina e acafrao como ajuda no tratamento da doenca de alzheimer .
5454	vitorracanelli dor de garganta febre tosse nariz escorrendo tô tomando vibral nimesulida benegripe e paracetamol .
5455	vitteixeira1 tenho alergia a penicilina que é um componente problema é que sofro muito com dor de garganta ai sempre fico bem mal .
5456	viu nem comer doce não posso mais comer sem morrer de dor no estômago e sono glicose alta é difícil lidar .
5457	viva a fluoxetina o grupo mais depressão q existe .
5458	vivendo a base de miojo e nimesulida por causa dessa porra de dor de dente .
5459	vivendo a base de nimesulida pra essa dor de garganta que n ta fácil .
5460	vixi minha glicose está baixa 60 melhor eu ir comer um doce e deitar que tontura e estou tremendo não quero ir para o hospital de novo .
5461	vo add o bicarbonato de sódio ao meu grupo de amgs pq ele é bom p dor de estômago dor de garganta p faze cookie varias coisa boa .
5462	vo até tomar minha fluoxetina pq a ansiedade ta foda .
5463	vo entra em coma de tanta dipirona que eu tomei .
5464	vo toma furosemida até a morte hoje amproblems .
5465	vo tomar 1 ibuprofeno 600 mg e um paracetamol 700 mg p ve se a dor passa se eu nao morrer amanha eu entro e digo se eu morrer bom n entro .
5466	vo tomar um ibuprofeno to com dor nas coxa .
5467	vó vai comer de novo menina eu claro com fome que não vou dormir k vó depois reclama de dor tá eu ahh nada que um omeprazol resolva .
5468	você briga me ignora pisa na bola sene saudades chorra diz que é de raiva pra não assumi que me adora .
5469	você é fria eu odeio calor voce é adrenalina eu sou tipo cafeína você é brisa eu adoro ficar chapado voce é insônia eu amo ficar acordado .
5470	você é morfina para minha dor para minha queda você é meu amortecedor para meu frio você é o calor .
5471	você já levou sua mãe pra tomar vacina contra a febre aftosa .
5472	você meu amigo do twitter sabia q a cafeina tem propriedades que dilatam os vasos e aliviam a dor de cabeça obrigado de nada .
5473	voce não comeu eu to bem eu acho hoje tomei uma cartela intera de sertralina quase morri hjghkj e vc tirando a dor .
5474	você não deve ter comido dor de cabeça toma nimesulida eu acho que é esse nome .
5475	você percebe que cólica não é de deus quando precisa tomar um remédio que tem morfina na composição pra melhorar .
5476	você reconhece mesmo com dor que valeu a pena largar tudo pra cuidar da sua mãe quando ela vibra de felicidade por uma coisa bem pequena .
5477	você sabia está provado que o orgasmo alivia a dor graças à liberação de oxitocina ele também ajuda a melhorar http fb me 1cq93zg0z .
5478	você sabia que a falta de cálcio no organismo provoca dor na coluna depressão irritabilidade http fb me 1mqbxwssk .
5479	você sabia que alimentação pode influenciar no surgimento da acne alimentos ricos em antioxidantes zinco e http fb me 1y1ygcuyw .
5480	voce sabia que o óleo de rícino ou de mamona usado externamente atua no tratamento de micoses acne http fb me 3gqh7bjuo .
5481	você só sabe o que é dor de verdade quando coloca bicarbonato de sódio em cima da afta .
5482	você sofre com acne então corre para assistir esse vídeo e saber como se livrar das espinhas com a isotretinoína http fb me 2ygyerted .
5483	você tá certo e se for compulsão fluoxetina não é a primeira escolha se fosse ansiedade talvez .
5484	você tem tomado omeprazol pra aliviar as dores e sobre a ansiedade vai ao médico especializado tá bom tem que ver isso .
5485	você tem uns probleminhas de ansiedade então tem que reduzir a cafeína que toma não me peça isso querida .
5486	você toma uma vacina contra alergia e a sua alergia ataca tudo bom .
5487	você vai no medico avisa que tem alergia a penicilina e adivinha ele te passa um antibiótico com o que penicilina que delicia .
5488	vocês estão overreacting total jajá acaba minhas sertralina na farmácia pq ta todo mundo tomando pra essas ansiedade e paranoia .
5489	vocês não estão bem a ver a minha dor por ter estrago umas calças hoje com nitrato de prata .
5490	vocês nao tem jeito mano era coma alcoólico mesmo aqueles que só acorda se beber glicose com dell vale ou energético .
5491	volto as dor de cabeça e tontura por causa de glicose .
5492	vomitei água glicose caiu dei febre e acordei agora cm uma puta dor de cabeça .
5493	vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .
5494	vontade de fazer voc comer esses omeprazol só pelo tanto de raiva que me fez passar .
5495	voteclaudialeitteclipetvz eu só queria que tivesse uma vacina contra a cólica .
5496	voteduduzinhoclipetvz para ser finalista na categoria melhorclipetvz http bit ly votetvz aí calor zinco .
5497	vou achar meu omeprazol e curtir minha dor adios .
5498	vou agora não fui tomar remédio pra dor de cabeça e quando fui ler era paracetamol cafeína kkkkkkkkkkkkk .
5499	vou ali na farmácia comprar umas caixa de omeprazol até sexta minha gastrite vai urrar tda trabalhada na ansiedade pic twitter com g2m5vicyo2 .
5500	vou almoçar agr e to numa ressaca do capiroto puta merda nem coca cola e umas glicose ta funfando slc e dor de cabeça muita dor .
5501	vou assistir narcos e comer porcaria até morrer de enxaqueca glicose alta ou artérias entupidas ou até acabar a temporada .
5502	vou atualizar vocês eu não tenho mais namorado e to com depressão pós cafeína essas são as novas até a proxima pessoal .
5503	vou cheirar pra ver se a dor passa rápido hehehe aiaiai saudade do paraxetamol ibuprofeno 600 pic twitter com n34udsenx2 .
5504	vou colocar bicarbonato de sódio na minha afta será se vou morrer de dor sim ou claro .
5505	vou começar a comprar capsulas de cafeína assim eu fico feliz o dia todo sem ter azia .
5506	vou começar a fazer tratamento pra alergia hoje vacina toda semana agora .
5507	vou comer esse livro mesmo que isso me custe uma cartela de ibuprofeno fuck you enxaqueca eu vou ler sim .
5508	vou comer pra ver se libera dopamina ou algum hormônio legal que me faça parar de sentir essa dor .
5509	vou comprar 10 ml de propofol e 5 de morfina não vou sentir dor nunca mais na vida .
5510	vou comprar minoxidil só de raiva .
5511	vou comprar uma caixa de paracetamol pq baaa eu fico com dor de cabeça 24 h por dia .
5512	vou comprar umas mil caixas de nimesulida e deixar guardado em casa pqe sentir dor de cabeça todo dia não está fácil .
5513	vou dormir antes que minha glicose abaixe a níveis extremos e eu entre em coma o que possivelmente vai acontecer enquanto eu durmo .
5514	vou dormir se o trump ganhar apliquem me morfina em dose cavalar para que seja brincadeira para render um coma de 8 aninhos nunca fiando pic twitter com p84x6kethy .
5515	vou é tomar meu omeprazol é fazer outra coisa pq a internet só piora a minha azia .
5516	vou engolir uma cartela de dipirona pra ver se a colica passa puta merda .
5517	vou entrar em coma de glicose .
5518	vou espirar dipirona no ar pra ver sê esse calor abaixa pq olha ta de mais viu .
5519	vou fazer a sombrancelha aproveitei e ja passei lidocaina pra tentar diminuir a minha dor .
5520	vou fazer uns brigadeiro pra mim hoje pq não aguento mais de ansiedade pós termino do relacionamento com a nicotina .
5521	vou ficar cheio de dor e provavelmente a glicose vai abaixar .
5522	vou inclusive guardar o último ibuprofeno pra amanhã porque se eu tiver dor de cabeça na hora da prova eu vou chorar .
5523	vou injetar ibuprofeno na veia pq não tá dando essa dor de garganta .
5524	vou ir na minha vó tomar morfina não aguento mais essa dor .
5525	vou levar uma mochila só com glicose vai ter erro não coma na certa kkkkk .
5526	vou marcar uma endoscopia pra esse mês cada dia tá aumentando mais e mais e mais e a dor puts nem se fala omeprazol e pantocal é boia .
5527	vou me chapar de ibuprofeno e ver o que acontece com essa dor .
5528	vou me entupir de dipirona pra vê se minha cólica passa .
5529	vou na porra do médico levo 4h pra ser atendida pro médico mal olhar e me passa um remédio pra alergia loratadina e o cara me dá paracetamol .
5530	vou para o hospital alergia a dipirona o enfermeiro chega com o remédio eu pergunto se tem e ele olha e fala não sei como assim haaa .
5531	vou parar de beber coca a cafeína aumenta mais a ansiedade e eu ja to morrendo ficando coisada .
5532	vou passar bicarbonato de sódio e molhar a base de cuspe e suor dos inimigos .
5533	vou passar mal hj com ctz de azia e meu combo de omeprazol acabouuuu .
5534	vou pega um paracetamol e esquenta uma agua pq to cm mt dor socorro .
5535	vou sair pra tomar um ar de nicotina e evitar a crise de ansiedade .
5536	vou ser obrigada a tomar um omeprazol que isso que dor é essaaaa .
5537	vou ter que fazer o exame de glicose sozinha prefiro a morte .
5538	vou ter que ir na minha vó hoje recorrer à uns omeprazol essa azia diária tá me matando .
5539	vou ter que me dopar bastante de nimesulida pra jogar a pelada sem dor .
5540	vou ter que tomar 5 doses de vacina contra a raiva pois estou mt brava ultimamente .
5541	vou ter que tomar omeprazol a dor no meu estômago ta horrível .
5542	vou ter que tomar uma vacina no aeroporto depressão x2 .
5543	vou ter que tomar uns 3 omeprazol pra essa dor parar .
5544	vou ter que tomar vacina por causa da minha alergia acho que só eu tenho as alergias mais absurdas da face da terra .
5545	vou ter que voltar a tomar omeprazol não vai ter jeito não aguento mais de dor .
5546	vou ter uma overdose de omeprazol e ranitidina e essa dor no meu estômago não vai passar .
5547	vou toma ibuprofeno e ver se essa dor passa p eu dormir fui .
5548	vou toma omeprazol que dor de estomago lascada .
5549	vou tomar café e assistir esse episódio pq essa ansiedade ta foda obg a todos pelos spoilers podiam mandar minha paroxetina junto .
5550	vou tomar minha pílula de cafeina tomara q n me dê dor de cabeça .
5551	vou tomar o quarto comprimido de ibuprofeno em menos de 10 hrs foda se preciso do meu corpo 100 e sem dor .
5552	vou tomar o quarto remédio e nada da cólica passar vou tomar morfina daqui a pouco .
5553	vou tomar omeprazol e esperar a minha morte com carinho te amo gastrite .
5554	vou tomar omeprazol pq essa dor no meu estômago ta insuportávellllll .
5555	vou tomar outro omeprazol que esse dor de estômago ta a mais .
5556	vou tomar outro paracetamol minha dor de cabeça não passa nunca .
5557	vou tomar um ibuprofeno pra essa dor que não passa daqui a pouco porque os calourineos me chamaram pra ir na pizzaria hoje .
5558	vou tomar um nimesulida aguento essa dor de garganta nao .
5559	vou tomar um nimesulida pra ver se passa essa dor das costas e outra dor abaixo do maxilar .
5560	vou tomar um omeprazol e ir dormir eu não to aguentando de dor .
5561	vou tomar um paracetamol pra parar de doer essa cólica fdp .
5562	vou tomar uma cartela de ibuprofeno pra dor que to sentindo .
5563	vou tomar uma cartela de nimesulida e esperar a morte chegar ouvindo pillowtalk .
5564	vou tomar uns 6 risperidona e entrar em coma pra dormir pq esse som do inferno n permite .
5565	vou tomar vacina de alergia depois ir p ns .
5566	vou ver mais ringer so que to nervosa com as morte e o estupro e tudo .
5567	vou viver a base de couve e omeprazol mas se essa dor passa couve vai ser meu novo açai .
5568	vou viver a base de dipirona hj descobri q passa a cólica .
5569	vou viver de cafeína hoje se tivesse pinga ia pinga pq eu tô com tanta raiva mdss .
5570	vou voltar com a fluoxetina ou o citalopram porque minha ansiedade ainda vai me matar um dia .
5571	wayntz o único que passa minha enxaqueca é adivil mas acho que vou tomar nimesulida obrigada lale .
5572	webkande tamoxifeno para acne http bit ly 1u1k3as .
5573	wemissyoujhope vamos tomar vacina contra essa doença mental que está se espelhando na cabeça de kengas .
5574	weowntthenights dipirona ou paracetamol pra dor e bromoprida pro estômago ruim .
5575	werneckfi cara isso é uó tomei nimesulida pra dor de dente ta nascendo os 4 do siso ao msm tempo e deu alergia nunca tinha acontecido .
5576	whatsapp encheu a cara no fim de semana e agora esta no hospital tomando glicose em coma .
5577	whoo4 depressão envolve muita coisa inclusive falta de higiene aparência danificada deficiência em cálcio ferro vitaminas .
5578	wtfpris não sei se tu tem alergia a algum remedio mas nas minhas crises alergicas de garganta eu tomo azitromicina que é tiro e queda .
5579	wthiesieds plmdds passa lidocaína e compra o cateter q vc n sente dor nenhuma eu n furei com o cateter e ta inchado e ainda ta meio torto .
5580	xablaugrey tomei um agora até atacou a dor de dente falando sério mesmo tomei nimesulida .
5581	xaviersemchico oxe sai dai que eu n tenho essa doença ok comigo é mesmo glicose alta gastrite corassaum acelerado mas rinite deus me livre .
5582	xingo mesmo não tenho nada pra fazer além de esperar pra ver se dipirona diminui um pouco a dor .
5583	xslymb teve um tempo q fiquei viciada nesse remédio ai nimesulida nimesubal melhor pra tudo q é dor .
5584	xuxu com dor na coluna só a metadona salva pic twitter com si4gbaoax4 .
5585	yes poeira dipirona e alguns remedios pra colica https twitter com asks2you status 799078022334808064 .
5586	yoongixs se voce ta com dor de cabeça e provavelmente febre toma nimesulida ou paracetamol .
5587	youtube é melhor que qualquer médico né só hoje aprendi que tenho que parar de tomar omeprazol para azia e como parar soluço .
5588	yuckarol eu tava meio assim no início de janeiro e pro enjoo domperidona resolvia mas ja saí da fase e to tomando antidepressivo .
5589	yuktopus sistema nervoso pra dor na garganta qlq analgésico ajuda ou até msm anti inflamatório nimesulida e gargarejo com água morna .
5590	zinco controla a secreção sebácea sendo interessantíssimo para quem tem acne ou pele oleosa veja mais no blog http fb me 7kw2yuhpj .
5591	zinco do cara 2 que me da uma put dor no estômago .
5592	zinco é igual a dor no estômago .
5593	zinco envenenamento morte súbita limbo purgatório capeta luna luna amor cerveja .
5594	zinco no tratamento da acne http fb me 5lz6lwgev .
5595	zinco papelão pouca água e calor .
5596	zinco para tratamento da acne dicas de cuidados da pele http goo gl fb zremnx .
5597	zolpidem é amor ahahahah pergunta pra ele se pode usar malva própolis e essas coisas que aliviam dor de garganta normalmente .
5598	espero que naproxeno seja pra dor .
5599	lucasmagagnin antiinflamatorio c to aqui morta com dor no estomago por causa de naproxeno .
5600	naproxeno é ótimo p isso aloka da enxaqueca .
5601	oi meniiinas no video de hoje vou estar testando os efeito do naproxeno que é pra ver acaba com as dor em tudo de tanto ficar no computador .
5602	toma naproxeno o neuro me passou pra enxaqueca .
5603	cahpymentha toma cloridrato de naratriptana naramig é para enxaqueca .
5604	cloridrato de naratriptana é o melhor remédio pra enxaqueca que eu já tomei recomendo demais aos azarados que sofrem disso como eu kkkk .
5605	dica amiga pra quem sofre de enxaqueca como eu cloridrato de naratriptana santo remédio .
5606	experimenta tomar naramig cloridrato de naratriptana é para enxaqueca .
5607	hoje tava morrendo de dor de cabeça não sabia se era a atm ou enxaqueca daí minha mãe me deu naratriptana eu preciso dizer que quase morri .
5608	naramig cloridrato de naratriptana é ótimo para enxaqueca .
5609	a ansiedade de ficar sem fumar da uma dor no peito quase tão ruim quanto a de excesso de nicotina não tem como escapar da morte não .
5610	dependência de seres humanos é pior doq qualquer dependência a alcool drogas ou nicotina .
5611	estado de extase misturado com ansiedade e excesso de nicotina no sangue eu agora .
5612	eu fumei muito hoje to passando mal a fú agora por causa da alergia à nicotina .
5613	ficando gripado dor de cabeça falta de ar e coração desregulado por abuso excessivo de nicotina que anda ne fu .
5614	mano porque no calor eu sinto muito mais vontade de nicotina .
5615	mas nos ce aninha preocupação é com a dependência da nicotina .
5616	não existe nada melhor q sentir nicotina quando está com raiva .
5617	nicotina faz meu nariz arder e fico com dor de cabeça na hora e esses bosta decidiram fumar do meu lado vsf .
