Sentença	 Span_1 	 Span_2 
toma nimesulida tava cm dor de dente essa semana tbm e só isso resolveu .	nimesulida	dor de dente
acordei tô indo comer um pastel na feira mas esqueci do omeprazol azia é certo .	omeprazol	azia
que merda ter q sair de casa nessa chuva só p tomar vacina da alergia .	vacina	alergia
vou ter que ir na minha vó hoje recorrer à uns omeprazol essa azia diária tá me matando .	omeprazol	azia
bicarbonato de sódio me salvando da azia 3 .	bicarbonato de sódio	azia
graças a deus tenho alergia a essa vacina imagina sentir a dor de dar o cu deus me livre so micaelly mesmo pra isso https twitter com houislittlepill status 763116639072161792 .	vacina	alergia
graças a deus tenho alergia a essa vacina imagina sentir a dor de dar o cu deus me livre so micaelly mesmo pra isso https twitter com houislittlepill status 763116639072161792 .	vacina	dor
jaurelaurens hm tô tomando naproxeno sódico a dor já passou mas minha bochecha ainda tá inchada vc sabe quanto tempo leva pra desinchar .	naproxeno	dor
nossa amiga muito obrigada já passei na farmácia e comprei nimesulida pra desinflamar e dorflex pra dor no geral .	nimesulida	dor
nossa amiga muito obrigada já passei na farmácia e comprei nimesulida pra desinflamar e dorflex pra dor no geral .	dorflex	dor
a dermatologista disse que eu posso usar pq minha acne e grau 3 mas achei melhor usar tetraciclina antes vc ja usou .	tetraciclina	acne
de um lado só pode ser enxaqueca toma um paracetamol e acredite cafeína hoje me salvei de uma crise assim .	paracetamol	enxaqueca
de um lado só pode ser enxaqueca toma um paracetamol e acredite cafeína hoje me salvei de uma crise assim .	cafeína	enxaqueca
dormindo cm óleo de ricino e óleo de coco na cabeça amanhã cedo já vai dar pra fritar um ovo já cm calor e todo esses óleos na cabeça .	óleo	calor
dormindo cm óleo de ricino e óleo de coco na cabeça amanhã cedo já vai dar pra fritar um ovo já cm calor e todo esses óleos na cabeça .	óleo	calor
imagina o cheiro de testosterona que não deve ser esse pano de chão de suor .	testosterona	suor
pior do que passar calor dentro do transporte público é uma pessoa com cheiro insuportável de nicotina sentar do seu lado a viagem toda .	nicotina	calor
to tomando nimesulida e dipirona pra dor valeu qualquer coisa eu falo contigo sim .	dipirona	dor
to tomando nimesulida e dipirona pra dor valeu qualquer coisa eu falo contigo sim .	nimesulida	dor
morrer de dor de estômago ou ir comprar ranitidina a pé eis a questão .	ranitidina	dor
topiramato estava segurando bem a minha dor de cabeça mas ontem tive por causa do maldito antipsicótico vou parar de tomar essa desgraça .	topiramato	dor de cabeça
ain não fica tomando dipirona toda hora não eu tomo quando tô com dor de cabeça não é m m não deixa eu tomar minha dipirona em pazzzz .	dipirona	dor de cabeça
ain não fica tomando dipirona toda hora não eu tomo quando tô com dor de cabeça não é m m não deixa eu tomar minha dipirona em pazzzz .	dipirona	dor de cabeça
me dá um comprimido pra dor um comprimido é muito então me vê metadona .	metadona	dor
toma amoxicilina de 8 em 8 horas e prednisona a cada 24 horas comigo sempre passa a dor e com quem eu conheço sempre dá certo tbm .	prednisona	dor
toma amoxicilina de 8 em 8 horas e prednisona a cada 24 horas comigo sempre passa a dor e com quem eu conheço sempre dá certo tbm .	amoxicilina	dor
omeprazol é um lixo vou ter que aguentar a dor até passar .	omeprazol	dor
tomei café e estranhamente minha dor de cabeça passou de novo acho que realmente sou viciada em cafeína .	cafeína	dor de cabeça
adivinha quem tem alergia a dipirona e tomou uma seringa inteira ontem euzinha e agora tô toda inchada pq não sabia .	dipirona	alergia
prefsp haddad fernando saudeprefsp showdavida de alta dependência pelos pacientes mamãe faz uso de sertralina e há 3 dias sofre afalta .	sertralina	dependência
mas quando o nene fica doente procura uma farmácia de plantão o farmacêutico passa tylenol o nene tem alergia dipirona tem só adulto é azed .	dipirona	alergia
mas quando o nene fica doente procura uma farmácia de plantão o farmacêutico passa tylenol o nene tem alergia dipirona tem só adulto é azed .	tylenol	alergia
mas quando o nene fica doente procura uma farmácia de plantão o farmacêutico passa tylenol o nene tem alergia dipirona tem só adulto é azed .	nene	alergia
mas quando o nene fica doente procura uma farmácia de plantão o farmacêutico passa tylenol o nene tem alergia dipirona tem só adulto é azed .	nene	alergia
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	febre
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	dor
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	calor
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	febre
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	dor
morta de febre dor sem tomar paracetamol morta de coriza calor espirro depois do paracetamol .	paracetamol	calor
hoje vou toma paracetamol que nem louca pra ver se passa essa dor .	paracetamol	dor
tomar azitromicina é o msm que dar um tiro no estômago pqp q dor do crlh .	azitromicina	dor
tem um remédio que chama enxak é o melhor que tem além de ter cafeína ainda relaxa da uma sensação de drog mara e a dor passa kk .	cafeína	dor
descobri só hoje que a dorzinha pós exame e injeção soro glicose remédio p náusea não era a toa tem coisa errada comigo .	glicose	náusea
descobri só hoje que a dorzinha pós exame e injeção soro glicose remédio p náusea não era a toa tem coisa errada comigo .	soro	náusea
isso pode resultar em uma baixa da taxa de glicose no sangue ocasionando sonolência falta de concentração e dor de cabeça .	glicose	dor de cabeça
isso pode resultar em uma baixa da taxa de glicose no sangue ocasionando sonolência falta de concentração e dor de cabeça .	glicose	sonolência
clonazepam eh em dose menor pra crise de panico e ansiedade antes eu tomava o de 2 mg pra dormi mas troquei por quetiapina .	quetiapina	ansiedade
clonazepam eh em dose menor pra crise de panico e ansiedade antes eu tomava o de 2 mg pra dormi mas troquei por quetiapina .	clonazepam	ansiedade
cafeína é uma luta entre felicidade e dor de cabeça .	cafeína	dor de cabeça
vou tomar uma cartela de nimesulida e esperar a morte chegar ouvindo pillowtalk .	nimesulida	morte
folha vai fazer uma escolinha de controle de raiva tomar diazepan 3 x ao dia e aldol com quetiapina .	quetiapina	raiva
e agora o twitter me fez descobrir que o edu testosterona ainda existe que morte horrível .	testosterona	morte
você nem sonha mas às vezes eu tenho vontade de te encher de ibuprofeno pra você morrer de alergia .	ibuprofeno	alergia
eu ainda tô na onda da cafeína ou tá mt calor .	cafeína	calor
minha glicose esta me dando raiva ja porra toda hora fico tonta .	glicose	raiva
não devia ter tomado nimesulida tá me dando enjôo e tontura .	nimesulida	enjôo
não devia ter tomado nimesulida tá me dando enjôo e tontura .	nimesulida	tontura
pqp no aniversario de uma pessoa e a pessoa so fala de si mesna merda e fala mais merda manja aquela diarreia latino .	mesna	diarreia
quando a vida te der limões vc mistura com água e bicarbonato de sódio e bebe pra aliviar a azia de existir .	bicarbonato de sódio	azia
vanfranquilino eu tb me ferrei meu diagnóstico de depressão veio pós sibutramina .	sibutramina	depressão
bouxian eu to tentando descobrir alguma coisa pra fazer porque dopamina é a melhor droga que eu posso ter pra melhorar a ansiedade .	dopamina	ansiedade
falta de cafeína so me dá dor de cabeça .	cafeína	dor de cabeça
diminui a dose do fluoxetina pq tava me dando enjoo mas parece q a dose menor n tá fzd efeito oq eu faço morro de enjoo ou de ansiedade .	fluoxetina	ansiedade
diminui a dose do fluoxetina pq tava me dando enjoo mas parece q a dose menor n tá fzd efeito oq eu faço morro de enjoo ou de ansiedade .	fluoxetina	enjoo
diminui a dose do fluoxetina pq tava me dando enjoo mas parece q a dose menor n tá fzd efeito oq eu faço morro de enjoo ou de ansiedade .	fluoxetina	enjoo
dopamina em excesso causa depressão .	dopamina	depressão
eu tomei 2 paracetamol de 750 e a dor de cabeça não passou .	paracetamol	dor de cabeça
pedi pra minha mae me dar novalgina liquida pra ver se a dor passa a que ponto cheguei .	novalgina	dor
se for dor de garganta amoxilina mas so indo no medico infecçao urinaria ampicilina mas so indo no medico eu tomei mas eu ne .	ampicilina	dor de garganta
tenho alergia a glicerina que maravilha .	glicerina	alergia
o meu pai apostou em dengue a minha mãe em infecção alimentar por minha alergia a mil comidas e minha irmã em alergia a penicilina .	penicilina	alergia
o meu pai apostou em dengue a minha mãe em infecção alimentar por minha alergia a mil comidas e minha irmã em alergia a penicilina .	penicilina	infecção
o meu pai apostou em dengue a minha mãe em infecção alimentar por minha alergia a mil comidas e minha irmã em alergia a penicilina .	penicilina	alergia
parecetamol p dor de cabeça cefalexina pra garganta bombinha pra tosse mais alguma coisa .	cefalexina	tosse
parecetamol p dor de cabeça cefalexina pra garganta bombinha pra tosse mais alguma coisa .	cefalexina	dor de cabeça
bom dia pra quem acorda morrendo de dor de estômago e tem que tomar omeprazol as 05 56 da manha .	omeprazol	dor
mas foi loko que a febre abaixou algumas horas depois que eu tomei o ibuprofeno no dia e não subiu mais .	ibuprofeno	febre
tomei 2 fluoxetina hj será que faz efeito e tira essa ansiedade sei lá o que que não deixa eu relaxar a mente pra dormir .	fluoxetina	ansiedade
um desespero chamado to loca de dor de garganta e não tem nimesulida .	nimesulida	dor de garganta
eu tenho alergia à alguns remédios dipirona sódica ácido acetilsalicílico e doses altas de paracetamol .	ácido acetilsalicílico	alergia
eu tenho alergia à alguns remédios dipirona sódica ácido acetilsalicílico e doses altas de paracetamol .	dipirona	alergia
eu tenho alergia à alguns remédios dipirona sódica ácido acetilsalicílico e doses altas de paracetamol .	paracetamol	alergia
alias vcs podiam me aplicar propofol que é a única coisa que pode fazer essa dor parar .	propofol	dor
há evidências que calcio habitualmente utilizado com ou sem vit d não se relaciona com doença cardiovascular http annals org aim article 2571714 lack evidence linking calcium without vitamin d supplementation cardiovascular disease wbckq2gc9fu twitter .	calcium	doença cardiovascular
cadê minha morfina pra amenizar essa dor que é não poder te ter do meu lado .	morfina	dor
dor de cabeça tomou conta e minha glicose abalada .	glicose	dor de cabeça
oi gente sou eu a xu aff q dor de garganta vamos tomar bastante nimesulida .	nimesulida	dor de garganta
cara quando é que eu vou aprender eu não posso comer fritura comi e agora estou aqui precisando de um omeprazol que dor .	omeprazol	dor
finalmente a médica me deu alta da vacina de alergia graças a deus .	vacina	alergia
mas que depressão vai uma cafeína .	cafeína	depressão
todo dia era dor de cabeça dor de estômago dor de cabeça por causa do estômago omeprazol de manhã e de noite sem dar conta nariz sangrava .	omeprazol	dor de cabeça
todo dia era dor de cabeça dor de estômago dor de cabeça por causa do estômago omeprazol de manhã e de noite sem dar conta nariz sangrava .	omeprazol	dor de cabeça
todo dia era dor de cabeça dor de estômago dor de cabeça por causa do estômago omeprazol de manhã e de noite sem dar conta nariz sangrava .	omeprazol	dor
ela tava doente o comprimido entro na mente dipirona desceu quente dor de cabeça bb .	dipirona	dor de cabeça
ja tomei dois comprimidos de nimesulida e essa dor não passa .	nimesulida	dor
eu quero muito adotar um cachorro que vi aí descubro que ele tem problema de ansiedade toma fluoxetina todo dia e tem toc como não amar .	fluoxetina	ansiedade
01 sentimento tristeza de ter desenvolvido alergia a paracetamol e não poder fazer coquetel de remédio pra gripe já estaria ótima .	paracetamol	alergia
01 sentimento tristeza de ter desenvolvido alergia a paracetamol e não poder fazer coquetel de remédio pra gripe já estaria ótima .	paracetamol	gripe
mais 15 min ouvindo isso e eu vou precisar tomar fluoxetina para a depressão .	fluoxetina	depressão
por que querem dar dipirona pra minha vó se ela não tá nem com dor nem com febre não vão dar nada até alergia a esse remédio ela tem .	dipirona	febre
por que querem dar dipirona pra minha vó se ela não tá nem com dor nem com febre não vão dar nada até alergia a esse remédio ela tem .	dipirona	alergia
por que querem dar dipirona pra minha vó se ela não tá nem com dor nem com febre não vão dar nada até alergia a esse remédio ela tem .	dipirona	dor
eu tinha que ir no posto tomar vacina mas com esse calor desanima até de estar viva .	vacina	calor
não tem coisa pior do que esse gosto de morte que fica depois de tomar secnidazol .	secnidazol	morte
hoje passar na anvisa pra pegar a carteirinha internacional de vacina da febre amarela .	vacina	febre
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	diabetes
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	sono
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	diabetes
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	obesidade
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	bruxismo
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	obesidade
como assim privaçãodosono obesidade e diabetes http roncoeapneiadosono blogspot com 2014 10 privacao do sono obesidade e diabetes html spref tw apneia ronco bruxismo glicose dentista cpap dicas .	glicose	ronco
eu mesna tou mal do calor neste momento .	mesna	calor
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	sertralina	depressão
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	sertralina	sono
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	sertralina	depressão
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	sertralina	sono
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	franol	depressão
tomo sertralina pra deprimir a bipolaridade aí tomo litio pra depressão que a sertralina dá aí tomo franol pra tirar o sono do litio .	franol	sono
8th floor tomei 100g de nimesulida e me salvou tava pra fazer canal dor da porra .	nimesulida	dor
só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	xarope	coma
só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	nimesulida	coma
olha se for pela dor de estômago tu toma omeprazol .	omeprazol	dor
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	álcool	morte
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	álcool	cirrose
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	cafeína	morte
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	cafeína	cirrose
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	nicotina	morte
coca cafeína nicotina liberada e a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada mas pq a maconha é discriminada .	nicotina	cirrose
passei óleo de rícino no cabelo me deu um enjôo .	óleo de rícino	enjôo
rolê de hoje foi massa bagarai apesar de não poder beber por motivos de tomando amoxicilina e nimesulida pra por um fim à dor de garganta .	nimesulida	massa
rolê de hoje foi massa bagarai apesar de não poder beber por motivos de tomando amoxicilina e nimesulida pra por um fim à dor de garganta .	nimesulida	dor de garganta
rolê de hoje foi massa bagarai apesar de não poder beber por motivos de tomando amoxicilina e nimesulida pra por um fim à dor de garganta .	amoxicilina	massa
rolê de hoje foi massa bagarai apesar de não poder beber por motivos de tomando amoxicilina e nimesulida pra por um fim à dor de garganta .	amoxicilina	dor de garganta
queria que ansiedade parasse com dipirona igual dor de cabeça .	dipirona	dor de cabeça
queria que ansiedade parasse com dipirona igual dor de cabeça .	dipirona	ansiedade
estou com um puta dor de garganta há uma semana e meia mais ou menos é uma dor insuportável tomei nimesulida e nada .	nimesulida	dor
estou com um puta dor de garganta há uma semana e meia mais ou menos é uma dor insuportável tomei nimesulida e nada .	nimesulida	dor de garganta
funnfiber laurieshan naperhumane diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	hiperglicemia
funnfiber laurieshan naperhumane diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	diabetes mellitus
meu tipo de superação é a base de jesus pq eu mesma n supero nem a vez q tomei mt dipirona e fiquei c alergia .	dipirona	alergia
eidama glicose anal num calor desse para né .	glicose	calor
ontem eu tava c tanta dor q tomei um nimesulida 2 ibuprofeno e um paracetamol e n consegui dormir mae me deu meio rivotril fiquei feliz .	paracetamol	dor
ontem eu tava c tanta dor q tomei um nimesulida 2 ibuprofeno e um paracetamol e n consegui dormir mae me deu meio rivotril fiquei feliz .	rivotril	dor
ontem eu tava c tanta dor q tomei um nimesulida 2 ibuprofeno e um paracetamol e n consegui dormir mae me deu meio rivotril fiquei feliz .	nimesulida	dor
ontem eu tava c tanta dor q tomei um nimesulida 2 ibuprofeno e um paracetamol e n consegui dormir mae me deu meio rivotril fiquei feliz .	ibuprofeno	dor
psicologia psicoterapia cognitiva comportamental e terapia de esquemas na dependência de nicotina http youtu be woyc7hhg qq a via .	nicotina	dependência
ta sim ela tomou um neosaldina mas não sabia que tinha dipirona dai atacou alergia .	dipirona	alergia
ta sim ela tomou um neosaldina mas não sabia que tinha dipirona dai atacou alergia .	neosaldina	alergia
já comi tanto chocolate que tá me dando dor de cabeça por excesso de glicose obg isso q é vida .	glicose	dor de cabeça
minha vida tem se resumido em dor de dente nimesulida paracetamol e sopa .	paracetamol	dor de dente
minha vida tem se resumido em dor de dente nimesulida paracetamol e sopa .	nimesulida	dor de dente
desenvolvida vacina contra a febre chikungunya http www diariodasaude com br news php article primeira vacina contra febre chikungunya id 11818 saúde .	vacina	febre
desenvolvida vacina contra a febre chikungunya http www diariodasaude com br news php article primeira vacina contra febre chikungunya id 11818 saúde .	vacina	febre
desenvolvida vacina contra a febre chikungunya http www diariodasaude com br news php article primeira vacina contra febre chikungunya id 11818 saúde .	vacina	febre
desenvolvida vacina contra a febre chikungunya http www diariodasaude com br news php article primeira vacina contra febre chikungunya id 11818 saúde .	vacina	febre
povo ainda nao tomou a vacina da dengue pq esse mes volta calor e casos .	vacina	calor
to internada tive febre alta e minha glicose aumentou muito .	glicose	febre alta
tô vendo tudo que me aconteceu em janeiro acontecer dnv tomei um gole de café e não aguento mais de dor cad meus omeprazol .	omeprazol	dor
ate com esse calor de 90 eu não consigo para de toma café amo cafeína e vou defende la .	cafeína	calor
vou fazer uns brigadeiro pra mim hoje pq não aguento mais de ansiedade pós termino do relacionamento com a nicotina .	nicotina	ansiedade
chegar em casa tomar um dipirona ou dor flex .	dipirona	dor
caralho como eu odeio mosquito passei a infância tomando vacina pra alergia nem função relevante na cadeia alimentar eles têm .	vacina	alergia
fui levar os gatos tomar vacina tenho alergia de gato antialérgico me dá sono vida pq tão difícil .	vacina	sono
fui levar os gatos tomar vacina tenho alergia de gato antialérgico me dá sono vida pq tão difícil .	vacina	alergia
tem 2 antidepressivos um deles é pra ansiedade também um pra dormir ferro e vitamina d que tô com deficiência e omeprazol haha .	ferro	ansiedade
tem 2 antidepressivos um deles é pra ansiedade também um pra dormir ferro e vitamina d que tô com deficiência e omeprazol haha .	vitamina	ansiedade
tem 2 antidepressivos um deles é pra ansiedade também um pra dormir ferro e vitamina d que tô com deficiência e omeprazol haha .	omeprazol	ansiedade
leticia lcoelho bicarbonato de sódio tb é uma excelente dica inclusive para azia .	bicarbonato de sódio	azia
depois desse teaser saiu suor de testosterona pelos meus olhos http fb me wsxqjyxj .	testosterona	suor
melhor tateane do mundo minha nossa senhora da sertralina que controle minha ansiedade .	sertralina	ansiedade
to com febre mas to com uma possível alergia a paracetamol oq oq fazer .	paracetamol	alergia
to com febre mas to com uma possível alergia a paracetamol oq oq fazer .	paracetamol	febre
nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo as pessoas com diabetes ao http fb me 7nrn6xvdr .	glicose	dor
nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo as pessoas com diabetes ao http fb me 7nrn6xvdr .	glicose	diabetes
quando bate aquela azia aquela má digestão pepsina metoclopramida simeticona .	metoclopramida	azia
quando bate aquela azia aquela má digestão pepsina metoclopramida simeticona .	simeticona	azia
amora é rico em cálcio amor é rico em calor https www instagram com p 18q9dtko pic twitter com k6zw84nsfy .	cálcio	calor
tricolor am anunciando reforços ou lavar um telhado de zinco com esse calor .	zinco	calor
tudo que quero é minha casa minha cama meu ibuprofeno pra me tirar essa dor horrenda no ciso .	ibuprofeno	dor
legal msm é não conseguir dormir pq tá com cólica e por falta de remédio tomar dipirona pra ver se passa dor infernal .	dipirona	dor
tá doendo demais essa cabeça minha já tomei dipirona e nada o pior é que dipirona vai aumentar minha azia eu to é na bosta mesmo .	dipirona	azia
tá doendo demais essa cabeça minha já tomei dipirona e nada o pior é que dipirona vai aumentar minha azia eu to é na bosta mesmo .	dipirona	azia
e nesse frio zinco nada melhor do que o calor de quem vc ama keilianialili home sweet home https www instagram com p bajkzz6hxjd .	zinco	calor
to com calor por causa da dipirona se não eu estaria debaixo das coberta .	dipirona	com calor
minha mãe está com dor no corpo vou ter q ir no zinco p ela .	zinco	dor
falta de cafeína também me causa dor de cabeça .	cafeína	dor de cabeça
os últimos dias estão bem complicados dor de cabeça horrível pressão baixa glicose que não sabe se sobe ou http fb me 32olhf88d .	glicose	dor de cabeça
redrumlary realmente sertralina é um ótimo medicamento eu quero parar de tomar em breve qdo minha ansiedade estiver mais controlada .	sertralina	ansiedade
ansiedade que milagre você por aqui gostaria de entrar e tomar uma xícara de café ou seria melhor sertralina .	sertralina	ansiedade
eu tomei uma vitamina agr to com uma puta dor no estômago .	vitamina	dor
fnkodairs olá desculpe perguntar mas cloridrato de ranitidina ajuda a acabar com a dor de pedra na vesícula pode dar mais detalhes obr .	ranitidina	dor
fnkodairs olá desculpe perguntar mas cloridrato de ranitidina ajuda a acabar com a dor de pedra na vesícula pode dar mais detalhes obr .	cloridrato	dor
tem alergia ao leite e derivados porém eles contém o cálcio que o corpo precisa entre no blog da emporyum e http fb me 1ptzfnohf .	cálcio	alergia
tem alergia ao leite e derivados porém eles contém o cálcio que o corpo precisa entre no blog da emporyum e http fb me 1ptzfnohf .	leite	alergia
mandei mais 3 mg de betametasona pra dentro acho que não vai adiantar muito mas pelo menos diminui a dor .	betametasona	dor
omeprazol acabou vou dormir chorando de dor .	omeprazol	chorando
omeprazol acabou vou dormir chorando de dor .	omeprazol	dor
febre paracetamol banho compressa ibuprofeno 37 7 ufa agora posso dormir amanhã é outro dia http fb me 8u0hbn3hr .	ibuprofeno	febre
febre paracetamol banho compressa ibuprofeno 37 7 ufa agora posso dormir amanhã é outro dia http fb me 8u0hbn3hr .	paracetamol	febre
que dor minha alergia ataca pq tomei dipirona e ainda to com febre .	dipirona	dor
que dor minha alergia ataca pq tomei dipirona e ainda to com febre .	dipirona	alergia
que dor minha alergia ataca pq tomei dipirona e ainda to com febre .	dipirona	febre
com muita dor de garganta sem poder tomar nimesulida pq se nao eu fico com a cara torta e mancha no corpo inteiro vo te q convive c isso .	nimesulida	dor de garganta
depois de alguns dias vc passa a dormir melhor e não precisa da cafeína pra se manter acordado e sai do ciclo de dependência .	ciclo	dependência
depois de alguns dias vc passa a dormir melhor e não precisa da cafeína pra se manter acordado e sai do ciclo de dependência .	cafeína	dependência
finalmente achei alguém com alergia a dipirona tirando eu e minha mãe .	dipirona	alergia
depressão ansiedade má alimentação omeprazol .	omeprazol	ansiedade
depressão ansiedade má alimentação omeprazol .	omeprazol	depressão
tenho alergia a nicotina e voltei a fumar nois é pika ou num é .	nicotina	alergia
to a base de omeprazol e a dor no estômago não passa .	omeprazol	dor
dopamina latina eu suporto bem a dor mas que tava doendo tava kkkkkkkkkkkkkkkk .	dopamina	dor
furosemida me dá cólica e dor nas costas .	furosemida	dor nas costas
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	fome
fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome comer azia omeprazol fome .	omeprazol	azia
