Index	Candidate	Drug	Drug_Char_Start	Drug_Char_end	Drug_Word_Index	Event	Event_Char_Start	Event_Char_end	Event_Word_Index	Is_inverted	LABEL
4513	foda se que já tomei 2 omeprazol que chorei na facul de tanta dor no estomago e desde da hr q cheguei em casa estou em posição fetal .	omeprazol	23	31	6	dor	62	64	13	0	-1
4514	ain não fica tomando dipirona toda hora não eu tomo quando tô com dor de cabeça não é m m não deixa eu tomar minha dipirona em pazzzz .	dipirona	115	122	25	dor de cabeça	66	78	34893	1	-1
4515	ain não fica tomando dipirona toda hora não eu tomo quando tô com dor de cabeça não é m m não deixa eu tomar minha dipirona em pazzzz .	dipirona	21	28	4	dor de cabeça	66	78	34893	0	-1
4516	minha cabeça ta explodindo e o único remédio pra dor tem cafeína como proceder .	cafeína	57	63	11	dor	49	51	9	1	-1
4517	testosterona contra cansaço fraqueza falta de libido dores alzheimer andropausa	testosterona	0	11	0	cansaço	20	26	2	0	-1
4518	testosterona contra cansaço fraqueza falta de libido dores alzheimer andropausa	testosterona	0	11	0	fraqueza	28	35	3	0	-1
4519	to com dor de estomago já tomei aquele omeprazol .	omeprazol	39	47	8	dor	7	9	2	1	-1
4520	dopamina e ansiedade .	dopamina	0	7	0	ansiedade	11	19	2	0	-1
4521	ah hoje foi um dia incrível cheguei a conclusão que eu realmente tenho alergia de dipirona .	dipirona	82	89	15	alergia	71	77	13	1	-1
4522	www consultasemapas com br testosterona contra cansaco fraqueza	testosterona	27	38	4	fraqueza	55	62	7	0	-1
4523	toma omeprazol que alivia a dor .	omeprazol	5	13	1	dor	28	30	5	0	-1
4524	passei óleo de rícino no cabelo me deu um enjôo .	óleo de rícino	7	20	39325	enjôo	42	46	9	0	-1
4525	fantástico depressão cd amado batista mulher de bobs no cabelo ejaculação retrógrada fluoxetina cama .	fluoxetina	85	94	12	ejaculação retrógrada	63	83	83	1	-1
4526	fantástico depressão cd amado batista mulher de bobs no cabelo ejaculação retrógrada fluoxetina cama .	fluoxetina	85	94	12	depressão	11	19	1	1	-1
4527	ele ta vomitando e com diarreia depois de ter tomado vacina fora que ta beeeem fraquinho .	vacina	53	58	10	diarreia	23	30	5	1	-1
4528	ele ta vomitando e com diarreia depois de ter tomado vacina fora que ta beeeem fraquinho .	vacina	53	58	10	vomitando	7	15	2	1	-1
4529	demo invento a gastrite e deus o pantoprazol qqqqqqqqq dor .	pantoprazol	33	43	7	dor	55	57	9	0	-1
4530	demo invento a gastrite e deus o pantoprazol qqqqqqqqq dor .	pantoprazol	33	43	7	gastrite	15	22	3	1	-1
4532	sleepingwithay toma nimesulida pra dor de garganta e liga o secador quente em direção ao ouvido que tá doendo .	nimesulida	20	29	2	dor de garganta	35	49	40180	0	-1
4533	a orabase passa nas aftas antes de dormir e pra dor uma nimesulida 2x ao dia to conseguindo até comer sem me debateeeer .	nimesulida	56	65	12	dor	48	50	10	1	-1
4534	foi assim q vc se curou da sua dependência de morfina .	morfina	46	52	10	dependência	31	41	8	1	-1
4535	sério aí que dor faz alguma hidratação caseira ou borrifador com glicerina que são coisas bem simples .	glicerina	65	73	11	dor	13	15	3	1	-1
4536	tenho alergia a nicotina e voltei a fumar nois é pika ou num é .	nicotina	16	23	3	alergia	6	12	1	1	-1
4537	o amor realmente é como morfina quando você tá com muita dor você usa e depois quer mais mais e mais .	morfina	24	30	5	dor	57	59	11	0	-1
4538	eu nunca tomo dipirona por ter tido alergia a mil anos atrás e mesmo assim minha mãe não me deixa usar nem morrendo .	dipirona	14	21	3	alergia	36	42	7	0	-1
4539	já tomei eno já tomei omeprazol e só piorou minha azia to morrendo .	omeprazol	22	30	5	azia	50	53	10	0	-1
4540	omeprazol ajuda muito acalma a ansiedade .	omeprazol	0	8	0	ansiedade	31	39	5	0	-1
4541	depende da dor ibuprofeno pode ser q resolva .	ibuprofeno	15	24	3	dor	11	13	2	1	-1
4542	aquele momento que faz 2 dias que você tá com azia e só omeprazol na causa	omeprazol	56	64	13	azia	46	49	10	1	-1
4543	toma omeprazol que é ótimo e não vai sentir dor pra mim não adianta essa merda .	omeprazol	5	13	1	dor	44	46	9	0	-1
4546	to com dor de garganta desde o dia 10 e não passa já tomei uma caixa de nimesulida .	nimesulida	72	81	17	dor de garganta	7	21	40687	1	-1
4547	testosterona contra cansaço fraqueza	testosterona	0	11	0	cansaço	20	26	2	0	-1
4548	testosterona contra cansaço fraqueza	testosterona	0	11	0	fraqueza	28	35	3	0	-1
4549	não aguento mais de dor já tomei dois omeprazol e dois dramin pra não vomitar .	dramin	55	60	11	dor	20	22	4	1	-1
4550	não aguento mais de dor já tomei dois omeprazol e dois dramin pra não vomitar .	omeprazol	38	46	8	dor	20	22	4	1	-1
4551	ah man minha mãe levou a sério esse negócio de não poder ingerir cafeína com febre to sofrendo .	cafeína	65	71	13	febre	77	81	15	0	-1
4552	o pior é isso victor chega a dar raiva trocou os remédios ou ainda está com o mesmo eu n saio do rivotril e escitalopram .	rivotril	97	104	22	raiva	33	37	8	1	-1
4553	o pior é isso victor chega a dar raiva trocou os remédios ou ainda está com o mesmo eu n saio do rivotril e escitalopram .	escitalopram	108	119	24	raiva	33	37	8	1	-1
4554	preciso de lamotrigina t t as crises de ansiedade estão voltando e dessa vez o ambiente não é tóxico t t mas não tô achando nas farmácia .	lamotrigina	11	21	2	ansiedade	40	48	8	0	-1
4555	ontem mesmo descobri que a glicose do meu irmão tava acima de 600 ele poderia entrar em coma a qualquer momento e agora tá internado .	glicose	27	33	5	coma	88	91	17	0	-1
4556	vei meu omeprazol acabou será q é minha morte .	omeprazol	8	16	2	morte	40	44	8	0	-1
4557	infelizmente sei muito bem do que estou falando tive que recorrer a médico especialista em dor e cheguei a tomar metadona pra situar .	metadona	113	120	20	dor	91	93	15	1	-1
4558	tô precisando de vitamina m morte .	vitamina	17	24	3	morte	28	32	5	0	-1
4559	a ansiedade de ficar sem fumar da uma dor no peito quase tão ruim quanto a de excesso de nicotina não tem como escapar da morte não .	nicotina	89	96	19	morte	122	126	25	0	-1
4560	a ansiedade de ficar sem fumar da uma dor no peito quase tão ruim quanto a de excesso de nicotina não tem como escapar da morte não .	nicotina	89	96	19	ansiedade	2	10	1	1	-1
4561	a ansiedade de ficar sem fumar da uma dor no peito quase tão ruim quanto a de excesso de nicotina não tem como escapar da morte não .	nicotina	89	96	19	dor no peito	38	49	41714	1	-1
4562	cara quando é que eu vou aprender eu não posso comer fritura comi e agora estou aqui precisando de um omeprazol que dor .	omeprazol	102	110	20	dor	116	118	22	0	-1
4563	eu to deitada queimando de febre mt dor na garganta se alguém tiver amoxilina ou cefalexina pfvr falem cmg .	cefalexina	81	90	15	dor	36	38	7	1	-1
4564	eu to deitada queimando de febre mt dor na garganta se alguém tiver amoxilina ou cefalexina pfvr falem cmg .	cefalexina	81	90	15	febre	27	31	5	1	-1
4565	sertralina não é pra dor	sertralina	0	9	0	dor	21	23	4	0	-1
4566	harrydownes69 laurieshan scotlandnow diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	99	105	12	diabetes mellitus	37	53	53	1	-1
4567	harrydownes69 laurieshan scotlandnow diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	99	105	12	hiperglicemia	117	129	15	0	-1
4568	smtownglobal queridinha pode ir ali na farmacia comprar um paracetamol pra mim vcs só me dão dor de cabeça justiceforhenrylau .	paracetamol	59	69	9	dor de cabeça	93	105	40181	0	-1
4569	sunshowers aiiiii que dor vai na farmácia e pede sulfadiazina de prata	sulfadiazina de prata	49	69	40298	dor	22	24	3	1	-1
4570	é uma pomada pra queimaduras resolveu comigo .	pomada	6	11	2	queimaduras	17	27	4	0	-1
4571	dois cevaliv pra enxaqueca e tô aqui me tremendo de tanta cafeína no corpo .	cafeína	58	64	11	tremendo	40	47	8	1	-1
4572	dois cevaliv pra enxaqueca e tô aqui me tremendo de tanta cafeína no corpo .	cafeína	58	64	11	enxaqueca	17	25	3	1	-1
4573	puta que pariu minha febre não quer ir embora eu já tomei vários ibuprofeno .	ibuprofeno	65	74	13	febre	21	25	4	1	-1
4574	olha se for pela dor de estômago tu toma omeprazol .	omeprazol	41	49	9	dor	17	19	4	1	-1
4575	as dipirona etc. dica nunca tomem cápsulas de cafeína e e taurina tô com enjôo	cafeína	46	52	8	enjôo	73	77	14	0	-1
4576	as dipirona etc. dica nunca tomem cápsulas de cafeína e e taurina tô com enjôo	dipirona	3	10	1	enjôo	73	77	14	0	-1
4577	tomei vacina pra caxumba e deu mo alergia aquela merda .	vacina	6	11	1	alergia	34	40	7	0	-1
4578	o analgésico que eu estou tomando metadona além de cortar o meu sono me dá uma azia du ca .	metadona	34	41	6	azia	79	82	16	0	-1
4579	o analgésico que eu estou tomando metadona além de cortar o meu sono me dá uma azia du ca .	metadona	34	41	6	sono	64	67	12	0	-1
4580	vou tomar uma cartela de ibuprofeno pra dor que to sentindo .	ibuprofeno	25	34	5	dor	40	42	7	0	-1
4581	acho que estou com depressão pós lamotrigina .	lamotrigina	33	43	6	depressão	19	27	4	1	-1
4583	sertralina não faz mais efeito na ansiedade mermo não .	sertralina	0	9	0	ansiedade	34	42	6	0	-1
4584	a penicilina agora dipirona se aparecer mais uma alergia a medicamento	dipirona	19	26	3	alergia	49	55	8	0	-1
4585	a penicilina agora dipirona se aparecer mais uma alergia a medicamento	penicilina	2	11	1	alergia	49	55	8	0	-1
4586	moço minha boca ta toda mordida e com afta obrigada raiva tá doendo coloquei bicarbonato de sódio doooooiiii .	bicarbonato de sódio	77	96	38460	raiva	52	56	10	1	-1
4587	preciso de omeprazol pra tomar o remédio de dor de cabeça porém acabou .	omeprazol	11	19	2	dor de cabeça	44	56	39553	0	-1
4588	acho que acabei de tomar o último nimesulida e a dor aparentemente vai voltar .	nimesulida	34	43	7	dor	49	51	10	0	-1
4589	omeprazol acabou vou dormir chorando de dor .	omeprazol	0	8	0	chorando	28	35	4	0	-1
4590	omeprazol acabou vou dormir chorando de dor .	omeprazol	0	8	0	dor	40	42	6	0	-1
4591	essa minha telha de zinco ainda vai me matar de tanto calor ooooooooh casinha quente do caralho .	zinco	20	24	4	calor	54	58	11	0	-1
4592	dor de estomago não tenho omeprazol dor é minha sina .	omeprazol	26	34	5	dor	0	2	0	1	-1
4593	dor de estomago não tenho omeprazol dor é minha sina .	omeprazol	26	34	5	dor	36	38	6	0	-1
4594	tomar ibuprofeno ou benegripe passar a noite com dor ou acordar mais gripada ainda .	ibuprofeno	6	15	1	dor	49	51	8	0	-1
4595	tomar ibuprofeno ou benegripe passar a noite com dor ou acordar mais gripada ainda .	benegripe	20	28	3	dor	49	51	8	0	-1
4596	e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	creme	71	75	13	acne	118	121	22	0	-1
4597	e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	glicerina	42	50	8	acne	118	121	22	0	-1
4598	e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .	anti	113	116	21	acne	118	121	22	0	-1
4599	mentira é só falta de serotonina e dopamina coma um chocolate e tome	dopamina	35	42	7	coma	44	47	8	0	-1
4600	ontem passei o dia enjoada com dor nas costas e indisposta daí tomei omeprazol de madrugada e acordei bem aleluia .	omeprazol	69	77	13	dor nas costas	31	44	39187	1	-1
4601	a realidade é essa alucinação provocada pela falta de dopamina .	dopamina	54	61	9	alucinação	19	28	4	1	-1
4602	5 tens vacina contra a raiva até lá vê se te consegues controlar .	vacina	7	12	2	raiva	23	27	5	0	-1
4603	era so pra eu tomar a vacina da febre	vacina	22	27	6	febre	32	36	8	0	-1
4604	acordo tomando omeprazol todos os dias pra evitar os efeitos da raiva que eu ja sei que eu vou passar .	omeprazol	15	23	2	raiva	64	68	11	0	-1
4605	mas n foi o que aconteceu ele n encaminhou passou fluoxetina pra ansiedade dela e tals mas sabe ela precisa de um profissional pra .	fluoxetina	50	59	10	ansiedade	65	73	12	0	-1
4606	tenho alergia a nimesulida viado e n sabia pareço um plástico bolha .	nimesulida	16	25	3	alergia	6	12	1	1	-1
4607	não sei opinar sobre outra substância mas a fluoxetina comigo só diminui a psicossomatização da ansiedade .	fluoxetina	44	53	8	ansiedade	96	104	15	0	-1
4608	a gente q tem pressão baixa não pode fazer um calor zinco q já tá morrendo .	zinco	52	56	11	calor	46	50	10	1	-1
4609	nimesulida serve pra alergia ou amoxilina .	nimesulida	0	9	0	alergia	21	27	3	0	-1
4610	quatro dias sem cafeína e quatro dias chorando com uma enxaqueca the moniaca serasse que estou viciada .	cafeína	16	22	3	chorando	38	45	7	0	-1
4611	quatro dias sem cafeína e quatro dias chorando com uma enxaqueca the moniaca serasse que estou viciada .	cafeína	16	22	3	enxaqueca	55	63	10	0	-1
4612	alguém já tomou venlafaxina sentiram enjôo .	venlafaxina	16	26	3	enjôo	37	41	5	0	-1
4613	alergia a paracetamol é foda .	paracetamol	10	20	2	alergia	0	6	0	1	-1
4614	eu tenho alergia a quase tudo só posso tomar paracetamol mas evito por isso .	paracetamol	45	55	9	alergia	9	15	2	1	-1
4615	27 tenho alergia à penicilina .	penicilina	19	28	4	alergia	9	15	2	1	-1
4617	aprochega miga vc precisa de antibiotico é o unico jeito toma nimesulida pra dor de garganta tb melhoras .	nimesulida	62	71	11	dor de garganta	77	91	35162	0	-1
4618	as vezes eu to chorando de falta da pessoa mas n chamo devido ao orgulho meudeus q raiva d mim mesna .	mesna	95	99	20	raiva	83	87	17	1	-1
4619	as vezes eu to chorando de falta da pessoa mas n chamo devido ao orgulho meudeus q raiva d mim mesna .	mesna	95	99	20	chorando	15	22	4	1	-1
4620	dessa vez já estou armada com meu omeprazol e rezando pra não dar alergia de novo .	omeprazol	34	42	7	alergia	66	72	13	0	-1
4621	eu ainda tô na onda da cafeína ou tá mt calor .	cafeína	23	29	6	calor	40	44	10	0	-1
4622	complicado ser amante de cafeina com esse calor .	cafeina	25	31	4	calor	42	46	7	0	-1
4623	tive que voltar a usar sabonete vegetal de glicerina igual quando eu era criança porque tava dando alergia de novo os sabonete normal .	glicerina	43	51	8	alergia	99	105	17	0	-1
4624	hoje tive meu primeiro e último coma alcoolico acordei no hospital com todos amigos em cima de mim e glicose na veia acho que exagerei .	glicose	101	107	19	coma	32	35	6	1	-1
4625	tava tentando passar um dia todo sem tomar café e sem reclamar da mãe tomando efedrina e ficar reclamando de dor mas não tenho mais forças .	efedrina	78	85	15	dor	109	111	20	0	-1
4626	aquela agitação no coração causada pelo excesso de cafeína .	cafeína	51	57	8	agitação	7	14	1	1	-1
4627	gente me tirem uma dúvida alergia a dipirona é comum em pessoas .	dipirona	36	43	7	alergia	26	32	5	1	-1
4628	nimesulida é ótimo é anti inflamatório mas serve eu tomo quando tô com muita dor .	anti	21	24	4	dor	77	79	14	0	-1
4629	nimesulida é ótimo é anti inflamatório mas serve eu tomo quando tô com muita dor .	nimesulida	0	9	0	dor	77	79	14	0	-1
4631	sabe quem chegou ela mesna a dor da perda .	mesna	21	25	4	dor	29	31	6	0	-1
4632	excesso de cafeína sono irregular mas ó to bem .	cafeína	11	17	2	sono	19	22	3	0	-1
4633	vou comprar umas mil caixas de nimesulida e deixar guardado em casa pqe sentir dor de cabeça	nimesulida	31	40	6	dor de cabeça	79	91	41588	0	-1
4634	tomo cafeína pra nao dormir e estudar fico com crise de ansiedade e nao consigo estudar eu amo d tudo isso .	cafeína	5	11	1	ansiedade	56	64	11	0	-1
4635	já me droguei rivotril escitalopram relaxante muscular chá e deitaaaaaaar olhando pro teto pois zero ansiedade no momento .	rivotril	14	21	3	ansiedade	101	109	15	0	-1
4636	já me droguei rivotril escitalopram relaxante muscular chá e deitaaaaaaar olhando pro teto pois zero ansiedade no momento .	pro	82	84	11	ansiedade	101	109	15	0	-1
4637	já me droguei rivotril escitalopram relaxante muscular chá e deitaaaaaaar olhando pro teto pois zero ansiedade no momento .	escitalopram	23	34	4	ansiedade	101	109	15	0	-1
4638	e comecei a tomar a sertralina hoje mas tive picos de ansiedade hahahahahaha .	sertralina	20	29	5	ansiedade	54	62	11	0	-1
4639	seguimos a vida na esperança do nimesulida fazer efeito e a dor de cabeça passar 3 .	nimesulida	32	41	6	dor de cabeça	60	72	40061	0	-1
4640	elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	cefaliv	62	68	9	enxaqueca	43	51	7	1	-1
4641	elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	meloxicam	73	81	11	enxaqueca	43	51	7	1	-1
4642	essa noite fui obrigado a tomar um ibuprofeno pra poder dormir tamanha dor nas pernas nunca mais entro nessas peladas de nego véio do nada .	ibuprofeno	35	44	7	dor	71	73	12	0	-1
4643	are u ok se tiver com dor toma nimesulida paracetamol algo do tipo .	paracetamol	42	52	9	dor	22	24	6	1	-1
4644	are u ok se tiver com dor toma nimesulida paracetamol algo do tipo .	nimesulida	31	40	8	dor	22	24	6	1	-1
4646	tecnicodeagronegocio blogspot com 2016 12 estoque de vacina para raiva humana html .	vacina	53	58	7	raiva	65	69	9	0	-1
4647	se sentr pesado ou dor ou coisa assim procura uns omeprazol .	omeprazol	50	58	10	dor	19	21	4	1	-1
4648	eu tomo vacina de alergia de 2 em 2 meses	vacina	8	13	2	alergia	18	24	4	0	-1
4649	100g de nimesulida e me salvou tava pra fazer canal dor da porra .	nimesulida	8	17	3	dor	52	54	11	0	-1
4650	aniciocarol é um anti inflamatório tira a dor porém se tiver mt forte a dor	anti	17	20	3	dor	42	44	7	0	-1
4651	aniciocarol é um anti inflamatório tira a dor porém se tiver mt forte a dor	anti	17	20	3	dor	72	74	14	0	-1
4652	p dor de garganta também pode estar escrito cimelide na caixa espero ter ajudado .	cimelide	44	51	8	dor de garganta	2	16	38771	1	-1
4653	ah mano nao me fala de zolpidem que ja me da um calor no peito só de pensar nele .	zolpidem	23	30	6	calor	48	52	12	0	-1
4654	o pior é que fedor no horário que tá saindo de casa imagina quando volta do trabalho com aquele suor zinco do dia .	zinco	101	105	20	suor	96	99	19	1	-1
4655	tomo mts vitamina loratadina naridrin anticoncepcional e dipirona logo menos virá um pra ansiedade tambeim .	loratadina	18	27	3	ansiedade	89	97	13	0	-1
4656	tomo mts vitamina loratadina naridrin anticoncepcional e dipirona logo menos virá um pra ansiedade tambeim .	dipirona	57	64	7	ansiedade	89	97	13	0	-1
4657	tomo mts vitamina loratadina naridrin anticoncepcional e dipirona logo menos virá um pra ansiedade tambeim .	vitamina	9	16	2	ansiedade	89	97	13	0	-1
4658	tomo mts vitamina loratadina naridrin anticoncepcional e dipirona logo menos virá um pra ansiedade tambeim .	naridrin	29	36	4	ansiedade	89	97	13	0	-1
4659	ainda bem que estou tomando minha sertralina senão não aguentaria de tanta ansiedade hoje tem twd twdseason7 zumbificando .	sertralina	34	43	6	ansiedade	75	83	12	0	-1
4660	o excesso de dopamina no cérebro pode causar um poderoso tipo de demência que envolve alucinação porém com sensação de felicidade extrema .	dopamina	13	20	3	demência	65	72	12	0	-1
4661	o excesso de dopamina no cérebro pode causar um poderoso tipo de demência que envolve alucinação porém com sensação de felicidade extrema .	dopamina	13	20	3	alucinação	86	95	15	0	-1
4662	natali mew então coma mas suba a glicose .	glicose	33	39	7	coma	17	20	3	1	-1
4663	passei óleo de rícino ontem pra dormir e tive que acordar mais cedo e lavar o cabelo no frio que morte horrível .	óleo de rícino	7	20	39328	morte	97	101	20	0	-1
4664	vou tomar uma cartela de nimesulida e esperar a morte chegar ouvindo pillowtalk .	nimesulida	25	34	5	morte	48	52	9	0	-1
4665	a vacina é pro hpv que não tem nada a ver com engravidar o remédio é aquela camisinha que me da maior alergia .	pro	11	13	3	alergia	102	108	22	0	-1
4666	a vacina é pro hpv que não tem nada a ver com engravidar o remédio é aquela camisinha que me da maior alergia .	vacina	2	7	1	alergia	102	108	22	0	-1
4667	só tenho uma coisa a dizer ao pessoal q está para aqui a dizer q está calor estudassem assim não tinha de viver nessa barraca de zinco .	zinco	129	133	26	calor	70	74	16	1	-1
4668	todo dia tenho que tomar omeprazol tive que colocar ate dentro da minha bolsa de escola pq a dor é tipo insuportável de chega a gorfa .	omeprazol	25	33	5	dor	93	95	18	0	-1
4669	dá pra imaginar o capita fazendo dancinha depois de um gol com a morte dele a média de testosterona no futebol brasileiro cai mais um pouco .	testosterona	87	98	18	morte	65	69	13	1	-1
4670	pessoas q tem alergia a ibuprofeno me add .	ibuprofeno	24	33	5	alergia	14	20	3	1	-1
4671	mas não eu sou burra e tomo 5 litros de suco de laranja quando tô morrendo de dor de estômago oq seria de mim sem omeprazol .	omeprazol	114	122	25	dor	78	80	17	1	-1
4672	dependência de seres humanos é pior doq qualquer dependência a alcool drogas ou nicotina .	nicotina	80	87	13	dependência	0	10	0	1	-1
4673	dependência de seres humanos é pior doq qualquer dependência a alcool drogas ou nicotina .	nicotina	80	87	13	dependência	49	59	8	1	-1
4674	morfina pra essa dor passar .	morfina	0	6	0	dor	17	19	3	0	-1
4675	bora tomar bicarbonato de sódio pra azia	bicarbonato de sódio	11	30	35399	azia	36	39	6	0	-1
4676	to costurada com dor mas pelo lado bom to loka de tetraciclina .	tetraciclina	50	61	11	dor	17	19	3	1	-1
4677	ainda ppr conta dos compostos toma omeprazol muito bom pra dor .	omeprazol	35	43	6	dor	59	61	10	0	-1
4678	annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	pomada	40	45	7	alergia	20	26	3	1	-1
4679	annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	cetoconazol	50	60	9	alergia	20	26	3	1	-1
4680	annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show	betametasona	77	88	12	alergia	20	26	3	1	-1
4681	o paracetamol so piorou e eu sabia q ia pq tenho alergia .	paracetamol	2	12	1	alergia	49	55	11	0	-1
4682	hdshshsb ah é que depende qual q vc toma né se for de progesterona ele tem tendência de piorar acne .	progesterona	54	65	13	acne	95	98	19	0	-1
4683	to com dor de garganta e minha voz ta parecendo a da gracyane barbosa depois de tudo os testosterona .	testosterona	88	99	18	dor de garganta	7	21	40688	1	-1
4684	kk dica de qm tem gastrite e a dor nunca passa com dipirona .	dipirona	51	58	12	gastrite	18	25	5	1	-1
4685	kk dica de qm tem gastrite e a dor nunca passa com dipirona .	dipirona	51	58	12	dor	31	33	8	1	-1
4686	24 tu tenq tomar vacina pra raiva 20 12 19 24 tu eh raivosa .	vacina	17	22	4	raiva	28	32	6	0	-1
4687	preciso de um naproxeno que dor de cabeça chata .	naproxeno	14	22	3	dor de cabeça	28	40	39556	0	-1
4688	to a base de omeprazol e a dor no estômago não passa .	omeprazol	13	21	4	dor	27	29	7	0	-1
4693	2 ibuprofeno de 600 mg e não diminuiu nem um pouco minha dor no pescoço mereço .	ibuprofeno	2	11	1	dor	57	59	12	0	-1
4694	vou tomar uns 6 risperidona e entrar em coma pra dormir pq esse som do inferno n permite .	risperidona	16	26	4	coma	40	43	8	0	-1
4695	às vezes fico pensando que minha depressão é do tipo biológica meu cérebro não consegue produzir direito endorfina dopamina e serotonina .	dopamina	115	122	18	depressão	33	41	6	1	-1
4696	deveriam estar tomando haloperidol na veia mas preferem continuar mergulhadas na psicose .	haloperidol	23	33	3	psicose	81	87	11	0	-1
4697	estado de extase misturado com ansiedade e excesso de nicotina no sangue eu agora .	nicotina	54	61	9	ansiedade	31	39	5	1	-1
4698	só tomo ibuprofeno amigos vivem dizendo que é enxaqueca e tem que ir no médico pra ver remédio diferente mas a preguiça ela .	ibuprofeno	8	17	2	enxaqueca	46	54	8	0	-1
4699	toma a vacina de alergia .	vacina	7	12	2	alergia	17	23	4	0	-1
4700	fui passar lidocaina nas minhas pálpebras pra anestesiar a dor no meu olho não sei como caiu pra minha língua e agora ela tá dormente .	lidocaina	11	19	2	dor	59	61	9	0	-1
4701	tudo que eu peço é pra quinta feira chegar logo não aguento mais dor de cabeça 8 comprimidos de ibuprofeno em 24 hrs .	ibuprofeno	96	105	19	dor de cabeça	65	77	41284	1	-1
4702	aquele cheirinho de suor masculino no ar pura testosterona lógico que não aqueles podre a suvaco né vamo saber diferencar amores .	testosterona	46	57	8	suor	20	23	3	1	-1
4703	desespero é vc tá morrendo de enjôo e não ter um omeprazol pra tomar .	omeprazol	49	57	11	enjôo	30	34	6	1	-1
4704	o vício é tanto que a pessoa tem dor de cabeça pela ausência da cafeína coffeelover .	cafeína	64	70	14	dor de cabeça	33	45	39054	1	-1
4705	só chegar o calor que dipirona is my best friend .	dipirona	22	29	5	calor	12	16	3	1	-1
4706	final do ano passado foi a pior época da minha vida sobrecarregada cheia de crise existencial e de ansiedade só dormia com bromazepam .	bromazepam	123	132	22	ansiedade	99	107	18	1	-1
4707	q você ela vá embora mas os efeitos do escitalopram sempre me deixem como o gowther e isso vai causar dor a ela .	escitalopram	39	50	9	dor	102	104	20	0	-1
4708	puts fer tem um remédio qu é bom q minha mãe toma pq ela tem umas dor pesada na cabeça que é o naproxeno acho .	naproxeno	95	103	23	dor	66	68	16	1	-1
4709	que há diabéticos que não tem alta taxa de glicose no sangue e ficam putos com a confusão de alguns profissionais aprendinoenem .	glicose	43	49	9	confusão	81	88	17	0	-1
4710	modinha 2016 ter problemas de autoestima e depressão e ser intolerante a lactose e glúten já vamos fazer uma vacina galera .	vacina	109	114	19	depressão	43	51	7	1	-1
4711	já me tornei escrava de ambas comecei com antialérgico que dava dor de estômago ai omeprazol que dava dor de cabeça é um ciclo sem fim .	omeprazol	83	91	15	dor de cabeça	102	114	37684	0	-1
4712	já me tornei escrava de ambas comecei com antialérgico que dava dor de estômago ai omeprazol que dava dor de cabeça é um ciclo sem fim .	omeprazol	83	91	15	dor	64	66	11	1	-1
4713	já me tornei escrava de ambas comecei com antialérgico que dava dor de estômago ai omeprazol que dava dor de cabeça é um ciclo sem fim .	ciclo	121	125	23	dor de cabeça	102	114	37684	1	-1
4714	já me tornei escrava de ambas comecei com antialérgico que dava dor de estômago ai omeprazol que dava dor de cabeça é um ciclo sem fim .	ciclo	121	125	23	dor	64	66	11	1	-1
4715	e um ibuprofeno pra passar a dor na garganta socorro .	ibuprofeno	5	14	2	dor	29	31	6	0	-1
4716	depende para maioria a cafeína tira a dor de cabeça mas tem pessoa q fica com dor .	cafeína	23	29	4	dor	78	80	16	0	-1
4717	depende para maioria a cafeína tira a dor de cabeça mas tem pessoa q fica com dor .	cafeína	23	29	4	dor de cabeça	38	50	35892	0	-1
4718	omeprazol alivia os sintomas de azia	omeprazol	0	8	0	azia	32	35	5	0	-1
4719	fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	21	27	3	coma	61	64	12	0	-1
4720	fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	21	27	3	vômito	83	88	16	0	-1
4721	cheguei aqui na jé agr vou ir la levar a isa pra tomar vacina e bá q calor .	vacina	55	60	13	calor	69	73	17	0	-1
4722	dependência chamada omeprazol .	omeprazol	20	28	2	dependência	0	10	0	1	-1
4723	dessacohen eu tava bebada kkkkk acordei de um coma alcoolico e ele tava enfiando uma agulha em mim pra injetar glicose eu n entendi nada .	glicose	111	117	20	coma	46	49	8	1	-1
4724	finalmente a médica me deu alta da vacina de alergia graças a deus .	vacina	35	40	7	alergia	45	51	9	0	-1
4725	hoje tô misturando um monte de remédio mas nem ligo tomei 2 pra alergia 2 franol 1 orlistate e ainda quero tomar 2 laxantes .	orlistate	83	91	17	alergia	64	70	13	1	-1
